Usage_ID,Customer_ID,Usage_Month,Usage_Hours,Sessions,Data_Usage_GB,Usage_Issue_Count
U05605_08,CUST05605,2026-05-01,13.76,16,22.55,0
U05606_01,CUST05606,2025-01-01,27.86,7,35.83,0
U05606_02,CUST05606,2025-02-01,9.07,3,34.93,3
U05606_03,CUST05606,2025-03-01,21.14,12,15.68,1
U05606_04,CUST05606,2025-04-01,31.3,18,44.96,1
U05606_05,CUST05606,2025-05-01,68.49,6,29.3,0
U05606_06,CUST05606,2025-06-01,33.5,19,24.06,0
U05606_07,CUST05606,2025-07-01,24.96,12,44.32,1
U05606_08,CUST05606,2025-08-01,25.7,15,43.03,0
U05606_09,CUST05606,2025-09-01,39.59,13,28.09,0
U05606_10,CUST05606,2025-10-01,16.06,19,26.3,0
U05606_11,CUST05606,2025-11-01,19.64,17,35.03,1
U05606_12,CUST05606,2025-12-01,16.05,16,39.0,1
U05606_13,CUST05606,2026-01-01,57.32,17,35.96,0
U05606_14,CUST05606,2026-02-01,16.57,29,18.67,1
U05606_15,CUST05606,2026-03-01,50.19,25,21.24,5
U05606_16,CUST05606,2026-04-01,48.62,25,22.46,0
U05606_17,CUST05606,2026-05-01,11.85,13,24.39,0
U05607_01,CUST05607,2024-07-01,20.13,27,22.62,2
U05607_02,CUST05607,2024-08-01,41.22,19,18.51,0
U05607_03,CUST05607,2024-09-01,51.31,19,32.66,1
U05607_04,CUST05607,2024-10-01,17.43,14,13.57,1
U05607_05,CUST05607,2024-11-01,26.58,23,24.0,2
U05607_06,CUST05607,2024-12-01,45.24,15,19.63,2
U05607_07,CUST05607,2025-01-01,13.96,20,28.41,1
U05607_08,CUST05607,2025-02-01,46.18,10,30.74,2
U05607_09,CUST05607,2025-03-01,21.42,18,34.12,0
U05607_10,CUST05607,2025-04-01,19.67,30,4.95,0
U05607_11,CUST05607,2025-05-01,17.61,18,26.09,2
U05607_12,CUST05607,2025-06-01,14.95,19,10.17,0
U05607_13,CUST05607,2025-07-01,13.03,24,19.14,2
U05607_14,CUST05607,2025-08-01,32.95,19,17.31,1
U05607_15,CUST05607,2025-09-01,27.0,17,23.92,0
U05607_16,CUST05607,2025-10-01,32.79,20,16.75,1
U05607_17,CUST05607,2025-11-01,43.65,28,11.82,1
U05607_18,CUST05607,2025-12-01,22.72,8,5.29,1
U05608_01,CUST05608,2025-03-01,25.37,5,6.78,1
U05608_02,CUST05608,2025-04-01,17.91,30,7.71,2
U05608_03,CUST05608,2025-05-01,27.02,13,21.12,0
U05608_04,CUST05608,2025-06-01,21.77,18,33.24,0
U05608_05,CUST05608,2025-07-01,8.14,25,7.15,0
U05608_06,CUST05608,2025-08-01,15.49,10,16.48,2
U05608_07,CUST05608,2025-09-01,22.86,17,18.83,1
U05608_08,CUST05608,2025-10-01,11.13,3,32.83,0
U05608_09,CUST05608,2025-11-01,7.39,27,23.18,0
U05608_10,CUST05608,2025-12-01,43.7,18,24.05,1
U05608_11,CUST05608,2026-01-01,23.28,13,2.53,0
U05608_12,CUST05608,2026-02-01,18.47,18,3.38,0
U05608_13,CUST05608,2026-03-01,6.15,15,25.42,1
U05608_14,CUST05608,2026-04-01,12.21,21,8.18,1
U05609_01,CUST05609,2024-01-01,38.05,13,43.53,0
U05609_02,CUST05609,2024-02-01,34.31,21,21.01,0
U05609_03,CUST05609,2024-03-01,22.21,18,39.52,0
U05609_04,CUST05609,2024-04-01,18.14,21,38.07,0
U05609_05,CUST05609,2024-05-01,72.33,6,38.29,0
U05609_06,CUST05609,2024-06-01,10.91,20,43.28,2
U05609_07,CUST05609,2024-07-01,19.55,32,37.86,0
U05609_08,CUST05609,2024-08-01,29.43,16,31.11,1
U05609_09,CUST05609,2024-09-01,12.31,6,32.98,0
U05609_10,CUST05609,2024-10-01,20.31,15,49.36,2
U05609_11,CUST05609,2024-11-01,11.88,17,40.32,1
U05609_12,CUST05609,2024-12-01,42.68,23,32.3,0
U05609_13,CUST05609,2025-01-01,48.42,26,46.4,0
U05609_14,CUST05609,2025-02-01,9.47,24,37.48,0
U05609_15,CUST05609,2025-03-01,11.89,24,26.48,2
U05609_16,CUST05609,2025-04-01,14.03,11,32.38,0
U05609_17,CUST05609,2025-05-01,13.15,34,46.91,0
U05610_01,CUST05610,2026-03-01,39.6,29,4.18,0
U05610_02,CUST05610,2026-04-01,18.35,20,41.5,0
U05611_01,CUST05611,2025-08-01,23.62,23,43.48,1
U05611_02,CUST05611,2025-09-01,31.11,6,43.07,1
U05611_03,CUST05611,2025-10-01,15.28,16,28.2,0
U05611_04,CUST05611,2025-11-01,24.02,31,23.72,2
U05611_05,CUST05611,2025-12-01,28.21,10,20.83,0
U05611_06,CUST05611,2026-01-01,6.52,28,24.61,1
U05611_07,CUST05611,2026-02-01,8.16,26,45.74,1
U05611_08,CUST05611,2026-03-01,38.72,20,36.26,1
U05611_09,CUST05611,2026-04-01,17.42,21,37.9,1
U05611_10,CUST05611,2026-05-01,28.1,24,27.37,0
U05612_01,CUST05612,2026-02-01,23.86,7,30.14,0
U05612_02,CUST05612,2026-03-01,34.24,15,44.62,0
U05612_03,CUST05612,2026-04-01,15.58,22,18.47,0
U05612_04,CUST05612,2026-05-01,30.69,5,41.36,1
U05613_01,CUST05613,2024-07-01,44.53,25,19.2,0
U05613_02,CUST05613,2024-08-01,15.76,26,37.18,1
U05613_03,CUST05613,2024-09-01,29.21,35,38.26,0
U05613_04,CUST05613,2024-10-01,31.66,21,33.29,1
U05613_05,CUST05613,2024-11-01,10.36,15,39.82,0
U05613_06,CUST05613,2024-12-01,12.43,38,23.0,0
U05613_07,CUST05613,2025-01-01,9.35,21,21.62,1
U05613_08,CUST05613,2025-02-01,10.02,31,48.07,0
U05613_09,CUST05613,2025-03-01,28.16,25,25.45,2
U05613_10,CUST05613,2025-04-01,8.63,17,53.45,0
U05613_11,CUST05613,2025-05-01,21.18,5,29.85,0
U05613_12,CUST05613,2025-06-01,30.13,24,30.06,0
U05613_13,CUST05613,2025-07-01,6.63,22,27.34,0
U05613_14,CUST05613,2025-08-01,25.05,38,29.1,3
U05613_15,CUST05613,2025-09-01,12.81,25,23.42,3
U05613_16,CUST05613,2025-10-01,30.98,13,30.76,2
U05613_17,CUST05613,2025-11-01,30.57,21,28.66,1
U05614_01,CUST05614,2026-04-01,12.33,15,17.59,0
U05615_01,CUST05615,2024-01-01,28.57,12,13.11,1
U05615_02,CUST05615,2024-02-01,27.12,19,9.27,2
U05615_03,CUST05615,2024-03-01,10.14,13,9.53,0
U05615_04,CUST05615,2024-04-01,24.49,6,15.84,1
U05615_05,CUST05615,2024-05-01,9.71,19,39.3,1
U05615_06,CUST05615,2024-06-01,8.09,15,17.69,3
U05615_07,CUST05615,2024-07-01,47.17,13,23.15,1
U05615_08,CUST05615,2024-08-01,18.68,10,14.27,0
U05615_09,CUST05615,2024-09-01,7.44,25,24.92,1
U05615_10,CUST05615,2024-10-01,6.99,16,14.95,1
U05615_11,CUST05615,2024-11-01,39.32,26,10.09,2
U05615_12,CUST05615,2024-12-01,36.74,22,9.02,0
U05615_13,CUST05615,2025-01-01,16.45,22,14.41,1
U05615_14,CUST05615,2025-02-01,49.17,23,9.94,1
U05615_15,CUST05615,2025-03-01,24.48,17,17.16,0
U05615_16,CUST05615,2025-04-01,16.27,19,19.67,1
U05615_17,CUST05615,2025-05-01,11.86,8,26.06,2
U05615_18,CUST05615,2025-06-01,26.16,11,35.45,0
U05616_01,CUST05616,2025-01-01,16.51,21,35.88,0
U05616_02,CUST05616,2025-02-01,5.4,17,25.36,0
U05616_03,CUST05616,2025-03-01,14.27,13,20.38,1
U05616_04,CUST05616,2025-04-01,14.72,18,21.52,0
U05616_05,CUST05616,2025-05-01,30.34,16,32.37,1
U05616_06,CUST05616,2025-06-01,26.49,13,29.11,0
U05616_07,CUST05616,2025-07-01,25.0,11,34.75,0
U05616_08,CUST05616,2025-08-01,23.36,5,32.11,0
U05616_09,CUST05616,2025-09-01,52.73,12,26.87,2
U05616_10,CUST05616,2025-10-01,19.54,11,38.55,1
U05616_11,CUST05616,2025-11-01,11.96,14,46.82,0
U05616_12,CUST05616,2025-12-01,5.97,18,39.3,0
U05616_13,CUST05616,2026-01-01,6.79,12,36.43,3
U05616_14,CUST05616,2026-02-01,8.49,14,19.43,3
U05616_15,CUST05616,2026-03-01,15.2,20,29.01,1
U05616_16,CUST05616,2026-04-01,42.24,22,34.7,0
U05617_01,CUST05617,2025-12-01,17.98,23,32.12,1
U05617_02,CUST05617,2026-01-01,15.01,13,27.41,1
U05617_03,CUST05617,2026-02-01,12.24,13,19.07,0
U05617_04,CUST05617,2026-03-01,42.56,22,41.64,0
U05617_05,CUST05617,2026-04-01,11.18,16,34.37,0
U05618_01,CUST05618,2024-02-01,8.04,22,34.17,2
U05618_02,CUST05618,2024-03-01,17.98,1,35.05,0
U05618_03,CUST05618,2024-04-01,22.72,15,31.87,1
U05618_04,CUST05618,2024-05-01,15.77,28,24.39,0
U05618_05,CUST05618,2024-06-01,28.99,3,30.19,0
U05618_06,CUST05618,2024-07-01,34.86,28,18.77,0
U05618_07,CUST05618,2024-08-01,31.9,23,19.68,2
U05618_08,CUST05618,2024-09-01,37.42,17,25.4,2
U05618_09,CUST05618,2024-10-01,16.61,16,20.05,0
U05618_10,CUST05618,2024-11-01,9.49,11,25.66,2
U05618_11,CUST05618,2024-12-01,34.17,24,48.01,1
U05618_12,CUST05618,2025-01-01,23.5,18,53.12,2
U05618_13,CUST05618,2025-02-01,18.44,26,30.71,1
U05618_14,CUST05618,2025-03-01,35.79,31,37.89,0
U05618_15,CUST05618,2025-04-01,23.42,25,30.61,1
U05618_16,CUST05618,2025-05-01,23.43,30,36.09,0
U05618_17,CUST05618,2025-06-01,12.1,13,17.61,0
U05619_01,CUST05619,2026-03-01,10.2,16,26.97,0
U05619_02,CUST05619,2026-04-01,16.24,27,39.67,1
U05620_01,CUST05620,2025-08-01,23.32,18,18.32,1
U05620_02,CUST05620,2025-09-01,24.55,8,28.6,1
U05620_03,CUST05620,2025-10-01,5.42,7,25.89,2
U05620_04,CUST05620,2025-11-01,30.53,12,13.3,0
U05620_05,CUST05620,2025-12-01,30.66,13,28.11,0
U05620_06,CUST05620,2026-01-01,34.95,26,39.11,3
U05620_07,CUST05620,2026-02-01,15.19,16,34.22,0
U05620_08,CUST05620,2026-03-01,5.95,13,53.19,2
U05620_09,CUST05620,2026-04-01,60.2,20,35.93,0
U05620_10,CUST05620,2026-05-01,10.41,28,11.68,1
U05621_01,CUST05621,2025-08-01,39.34,17,24.92,0
U05621_02,CUST05621,2025-09-01,26.52,17,17.59,2
U05621_03,CUST05621,2025-10-01,22.56,23,22.59,2
U05621_04,CUST05621,2025-11-01,19.11,18,22.47,2
U05621_05,CUST05621,2025-12-01,4.57,23,14.6,4
U05621_06,CUST05621,2026-01-01,26.32,11,22.59,0
U05621_07,CUST05621,2026-02-01,6.98,10,18.77,2
U05621_08,CUST05621,2026-03-01,46.79,22,30.9,2
U05621_09,CUST05621,2026-04-01,18.44,32,17.31,1
U05621_10,CUST05621,2026-05-01,14.35,26,23.24,1
U05622_01,CUST05622,2025-12-01,21.29,13,33.67,2
U05622_02,CUST05622,2026-01-01,14.35,1,29.95,1
U05622_03,CUST05622,2026-02-01,21.97,20,17.08,1
U05622_04,CUST05622,2026-03-01,18.26,19,40.3,3
U05622_05,CUST05622,2026-04-01,8.32,33,39.32,0
U05623_01,CUST05623,2025-03-01,7.53,17,16.18,1
U05623_02,CUST05623,2025-04-01,27.55,25,13.91,3
U05623_03,CUST05623,2025-05-01,33.89,27,16.77,1
U05623_04,CUST05623,2025-06-01,29.49,13,32.62,1
U05623_05,CUST05623,2025-07-01,14.11,15,34.96,2
U05623_06,CUST05623,2025-08-01,31.89,27,18.59,1
U05623_07,CUST05623,2025-09-01,27.0,19,35.56,1
U05623_08,CUST05623,2025-10-01,52.07,21,16.79,1
U05623_09,CUST05623,2025-11-01,27.69,16,21.98,0
U05623_10,CUST05623,2025-12-01,15.44,10,17.99,0
U05623_11,CUST05623,2026-01-01,15.23,11,26.62,1
U05623_12,CUST05623,2026-02-01,14.44,13,13.18,0
U05623_13,CUST05623,2026-03-01,16.16,23,18.92,0
U05623_14,CUST05623,2026-04-01,19.76,10,8.22,0
U05624_01,CUST05624,2025-03-01,15.0,14,36.71,2
U05624_02,CUST05624,2025-04-01,11.03,10,45.83,1
U05624_03,CUST05624,2025-05-01,36.87,23,31.23,2
U05624_04,CUST05624,2025-06-01,34.54,20,30.77,0
U05624_05,CUST05624,2025-07-01,20.76,19,21.07,1
U05624_06,CUST05624,2025-08-01,6.69,21,44.18,2
U05624_07,CUST05624,2025-09-01,13.41,19,27.21,0
U05624_08,CUST05624,2025-10-01,18.4,14,42.68,2
U05624_09,CUST05624,2025-11-01,49.45,14,50.56,0
U05624_10,CUST05624,2025-12-01,15.44,15,34.2,2
U05624_11,CUST05624,2026-01-01,13.78,16,25.96,0
U05624_12,CUST05624,2026-02-01,21.5,18,35.44,0
U05624_13,CUST05624,2026-03-01,17.72,13,36.68,0
U05624_14,CUST05624,2026-04-01,22.33,24,39.62,2
U05625_01,CUST05625,2025-04-01,32.48,17,47.38,1
U05625_02,CUST05625,2025-05-01,24.07,15,43.64,2
U05625_03,CUST05625,2025-06-01,35.21,17,20.29,1
U05625_04,CUST05625,2025-07-01,14.97,23,32.92,1
U05625_05,CUST05625,2025-08-01,17.54,10,42.43,0
U05625_06,CUST05625,2025-09-01,7.08,15,29.32,0
U05625_07,CUST05625,2025-10-01,16.83,8,36.54,0
U05625_08,CUST05625,2025-11-01,12.91,17,35.64,3
U05625_09,CUST05625,2025-12-01,17.16,23,43.73,0
U05625_10,CUST05625,2026-01-01,31.44,1,58.99,0
U05625_11,CUST05625,2026-02-01,6.51,12,39.62,1
U05625_12,CUST05625,2026-03-01,6.26,11,22.58,2
U05625_13,CUST05625,2026-04-01,32.3,11,35.67,1
U05625_14,CUST05625,2026-05-01,16.35,20,40.82,0
U05626_01,CUST05626,2026-01-01,19.85,19,20.39,3
U05626_02,CUST05626,2026-02-01,16.34,16,55.63,1
U05626_03,CUST05626,2026-03-01,10.48,18,28.52,0
U05626_04,CUST05626,2026-04-01,31.2,21,38.62,0
U05627_01,CUST05627,2025-01-01,7.79,23,40.29,1
U05627_02,CUST05627,2025-02-01,16.17,8,35.14,1
U05627_03,CUST05627,2025-03-01,20.74,11,48.09,1
U05627_04,CUST05627,2025-04-01,18.4,20,61.0,0
U05627_05,CUST05627,2025-05-01,29.64,29,20.09,3
U05627_06,CUST05627,2025-06-01,12.27,24,29.25,0
U05627_07,CUST05627,2025-07-01,33.76,17,37.57,0
U05627_08,CUST05627,2025-08-01,28.29,9,33.07,0
U05627_09,CUST05627,2025-09-01,14.3,7,16.28,1
U05627_10,CUST05627,2025-10-01,36.09,15,41.36,1
U05627_11,CUST05627,2025-11-01,18.28,27,27.33,0
U05627_12,CUST05627,2025-12-01,15.53,13,20.62,2
U05627_13,CUST05627,2026-01-01,43.75,18,36.9,1
U05627_14,CUST05627,2026-02-01,27.06,18,40.47,0
U05627_15,CUST05627,2026-03-01,23.78,15,16.13,0
U05627_16,CUST05627,2026-04-01,24.61,11,26.49,0
U05628_01,CUST05628,2025-12-01,14.9,8,19.1,3
U05628_02,CUST05628,2026-01-01,33.4,18,16.0,0
U05628_03,CUST05628,2026-02-01,7.24,14,29.2,1
U05628_04,CUST05628,2026-03-01,27.42,15,27.82,0
U05628_05,CUST05628,2026-04-01,12.42,10,33.91,0
U05628_06,CUST05628,2026-05-01,15.97,14,27.07,0
U05629_01,CUST05629,2025-09-01,30.21,12,21.89,0
U05629_02,CUST05629,2025-10-01,3.75,27,46.21,1
U05629_03,CUST05629,2025-11-01,41.98,22,34.65,1
U05629_04,CUST05629,2025-12-01,22.86,9,34.22,1
U05629_05,CUST05629,2026-01-01,17.66,1,29.92,2
U05629_06,CUST05629,2026-02-01,15.91,14,23.39,0
U05629_07,CUST05629,2026-03-01,11.3,16,26.6,0
U05629_08,CUST05629,2026-04-01,19.86,19,42.65,0
U05629_09,CUST05629,2026-05-01,6.28,16,25.09,0
U05630_01,CUST05630,2025-09-01,18.22,23,29.87,0
U05630_02,CUST05630,2025-10-01,57.76,33,25.09,2
U05630_03,CUST05630,2025-11-01,9.29,17,29.31,1
U05630_04,CUST05630,2025-12-01,9.77,23,45.29,1
U05630_05,CUST05630,2026-01-01,83.56,10,26.19,0
U05630_06,CUST05630,2026-02-01,26.19,18,28.69,1
U05630_07,CUST05630,2026-03-01,7.19,1,9.74,4
U05630_08,CUST05630,2026-04-01,16.75,7,29.19,0
U05630_09,CUST05630,2026-05-01,4.46,19,23.91,0
U05631_01,CUST05631,2024-08-01,16.63,16,19.53,2
U05631_02,CUST05631,2024-09-01,23.41,13,8.47,0
U05631_03,CUST05631,2024-10-01,18.96,25,15.74,0
U05631_04,CUST05631,2024-11-01,14.06,14,17.26,1
U05631_05,CUST05631,2024-12-01,5.85,18,27.18,0
U05631_06,CUST05631,2025-01-01,11.67,6,17.89,2
U05631_07,CUST05631,2025-02-01,19.7,24,31.58,1
U05631_08,CUST05631,2025-03-01,34.39,21,20.5,2
U05631_09,CUST05631,2025-04-01,18.8,14,13.79,1
U05631_10,CUST05631,2025-05-01,16.76,19,4.76,4
U05631_11,CUST05631,2025-06-01,44.48,26,13.45,1
U05631_12,CUST05631,2025-07-01,12.53,13,20.7,1
U05631_13,CUST05631,2025-08-01,41.0,12,26.88,0
U05631_14,CUST05631,2025-09-01,15.43,24,18.32,0
U05631_15,CUST05631,2025-10-01,7.45,22,25.19,2
U05631_16,CUST05631,2025-11-01,46.69,20,1.49,0
U05631_17,CUST05631,2025-12-01,22.7,9,21.28,1
U05632_01,CUST05632,2025-08-01,23.41,22,12.58,1
U05632_02,CUST05632,2025-09-01,8.95,9,22.66,1
U05632_03,CUST05632,2025-10-01,18.64,16,53.56,2
U05632_04,CUST05632,2025-11-01,73.36,5,16.6,1
U05632_05,CUST05632,2025-12-01,11.16,29,13.44,0
U05632_06,CUST05632,2026-01-01,14.44,14,31.92,1
U05632_07,CUST05632,2026-02-01,20.4,12,14.08,0
U05632_08,CUST05632,2026-03-01,22.52,13,19.51,0
U05632_09,CUST05632,2026-04-01,27.7,16,23.28,1
U05633_01,CUST05633,2026-04-01,24.57,20,35.97,2
U05633_02,CUST05633,2026-05-01,29.26,26,36.41,0
U05634_01,CUST05634,2024-09-01,37.59,11,41.3,1
U05634_02,CUST05634,2024-10-01,11.33,19,18.15,3
U05634_03,CUST05634,2024-11-01,17.33,15,16.78,0
U05634_04,CUST05634,2024-12-01,20.13,19,17.12,1
U05634_05,CUST05634,2025-01-01,13.15,15,13.26,2
U05634_06,CUST05634,2025-02-01,11.29,19,17.0,0
U05634_07,CUST05634,2025-03-01,9.6,10,14.98,0
U05634_08,CUST05634,2025-04-01,8.36,23,11.37,0
U05634_09,CUST05634,2025-05-01,12.11,7,8.94,0
U05634_10,CUST05634,2025-06-01,33.95,25,19.02,2
U05634_11,CUST05634,2025-07-01,24.83,20,20.36,0
U05634_12,CUST05634,2025-08-01,2.26,9,17.63,0
U05634_13,CUST05634,2025-09-01,30.65,17,22.59,0
U05634_14,CUST05634,2025-10-01,15.82,21,7.75,1
U05634_15,CUST05634,2025-11-01,36.37,9,16.2,1
U05634_16,CUST05634,2025-12-01,55.76,16,18.3,0
U05634_17,CUST05634,2026-01-01,15.19,26,6.83,1
U05635_01,CUST05635,2025-10-01,7.26,22,28.76,0
U05635_02,CUST05635,2025-11-01,13.88,5,41.18,1
U05635_03,CUST05635,2025-12-01,28.73,23,35.97,2
U05635_04,CUST05635,2026-01-01,7.59,28,29.86,1
U05635_05,CUST05635,2026-02-01,14.99,13,35.14,2
U05635_06,CUST05635,2026-03-01,14.87,17,28.53,0
U05635_07,CUST05635,2026-04-01,48.13,27,23.24,1
U05635_08,CUST05635,2026-05-01,12.7,14,19.15,4
U05636_01,CUST05636,2025-07-01,20.37,22,41.13,0
U05636_02,CUST05636,2025-08-01,13.95,20,37.19,0
U05636_03,CUST05636,2025-09-01,25.04,12,14.48,3
U05636_04,CUST05636,2025-10-01,14.45,18,40.0,1
U05636_05,CUST05636,2025-11-01,16.5,14,25.23,0
U05636_06,CUST05636,2025-12-01,13.34,8,29.12,0
U05636_07,CUST05636,2026-01-01,23.99,17,31.74,1
U05636_08,CUST05636,2026-02-01,43.08,10,55.21,1
U05636_09,CUST05636,2026-03-01,3.6,17,21.77,0
U05636_10,CUST05636,2026-04-01,39.07,8,33.61,2
U05637_01,CUST05637,2025-10-01,9.9,22,32.17,1
U05637_02,CUST05637,2025-11-01,22.46,18,46.68,0
U05637_03,CUST05637,2025-12-01,14.14,18,20.69,1
U05637_04,CUST05637,2026-01-01,12.63,24,50.53,0
U05637_05,CUST05637,2026-02-01,17.41,19,46.41,1
U05637_06,CUST05637,2026-03-01,10.61,17,47.04,0
U05637_07,CUST05637,2026-04-01,28.54,4,30.68,1
U05638_01,CUST05638,2024-05-01,17.38,32,41.99,0
U05638_02,CUST05638,2024-06-01,4.69,17,51.56,1
U05638_03,CUST05638,2024-07-01,38.95,15,5.9,1
U05638_04,CUST05638,2024-08-01,20.5,13,17.57,1
U05638_05,CUST05638,2024-09-01,17.71,19,29.07,0
U05638_06,CUST05638,2024-10-01,27.28,15,40.53,0
U05638_07,CUST05638,2024-11-01,40.4,18,23.9,0
U05638_08,CUST05638,2024-12-01,17.88,31,18.49,1
U05638_09,CUST05638,2025-01-01,14.34,4,28.31,1
U05638_10,CUST05638,2025-02-01,11.46,14,20.26,0
U05638_11,CUST05638,2025-03-01,36.04,10,32.72,1
U05638_12,CUST05638,2025-04-01,16.7,28,39.37,0
U05638_13,CUST05638,2025-05-01,17.55,17,29.23,0
U05638_14,CUST05638,2025-06-01,12.76,23,19.4,2
U05638_15,CUST05638,2025-07-01,57.23,17,32.76,1
U05638_16,CUST05638,2025-08-01,9.37,18,44.51,1
U05638_17,CUST05638,2025-09-01,9.43,17,21.95,1
U05639_01,CUST05639,2024-09-01,15.4,12,33.76,2
U05639_02,CUST05639,2024-10-01,7.44,26,55.86,0
U05639_03,CUST05639,2024-11-01,7.52,31,22.58,1
U05639_04,CUST05639,2024-12-01,20.66,15,45.67,0
U05639_05,CUST05639,2025-01-01,44.21,5,39.77,2
U05639_06,CUST05639,2025-02-01,15.2,21,38.83,2
U05639_07,CUST05639,2025-03-01,30.2,1,30.57,3
U05639_08,CUST05639,2025-04-01,25.53,17,35.63,2
U05639_09,CUST05639,2025-05-01,16.86,18,32.77,0
U05639_10,CUST05639,2025-06-01,23.5,26,25.78,5
U05639_11,CUST05639,2025-07-01,15.86,8,53.41,2
U05639_12,CUST05639,2025-08-01,20.64,24,29.99,1
U05639_13,CUST05639,2025-09-01,31.1,20,32.75,0
U05639_14,CUST05639,2025-10-01,20.35,14,39.65,0
U05639_15,CUST05639,2025-11-01,13.96,27,30.4,1
U05639_16,CUST05639,2025-12-01,19.24,17,23.08,0
U05639_17,CUST05639,2026-01-01,18.43,12,31.07,1
U05639_18,CUST05639,2026-02-01,27.97,29,32.99,3
U05640_01,CUST05640,2025-04-01,35.44,23,39.14,2
U05640_02,CUST05640,2025-05-01,18.86,23,39.29,1
U05640_03,CUST05640,2025-06-01,16.75,22,48.41,1
U05640_04,CUST05640,2025-07-01,6.48,22,44.19,1
U05640_05,CUST05640,2025-08-01,5.95,17,17.28,1
U05640_06,CUST05640,2025-09-01,21.53,18,39.86,1
U05640_07,CUST05640,2025-10-01,4.1,12,38.71,2
U05640_08,CUST05640,2025-11-01,14.8,18,31.87,2
U05640_09,CUST05640,2025-12-01,24.95,14,32.18,0
U05640_10,CUST05640,2026-01-01,46.84,31,28.9,1
U05640_11,CUST05640,2026-02-01,11.63,15,54.56,1
U05640_12,CUST05640,2026-03-01,41.78,14,44.12,0
U05640_13,CUST05640,2026-04-01,22.52,13,16.6,3
U05641_01,CUST05641,2024-05-01,14.04,20,47.44,0
U05641_02,CUST05641,2024-06-01,58.0,18,26.01,0
U05641_03,CUST05641,2024-07-01,27.85,27,24.35,0
U05641_04,CUST05641,2024-08-01,9.24,18,24.77,3
U05641_05,CUST05641,2024-09-01,14.73,9,24.28,1
U05641_06,CUST05641,2024-10-01,15.76,15,32.79,0
U05641_07,CUST05641,2024-11-01,17.74,17,36.36,1
U05641_08,CUST05641,2024-12-01,19.87,18,20.44,0
U05641_09,CUST05641,2025-01-01,73.62,2,35.82,1
U05641_10,CUST05641,2025-02-01,37.28,21,7.63,0
U05641_11,CUST05641,2025-03-01,17.28,14,35.13,0
U05641_12,CUST05641,2025-04-01,37.46,11,23.95,3
U05641_13,CUST05641,2025-05-01,15.26,21,29.94,0
U05641_14,CUST05641,2025-06-01,7.47,16,21.66,2
U05641_15,CUST05641,2025-07-01,28.9,22,43.46,2
U05641_16,CUST05641,2025-08-01,21.28,10,9.15,1
U05641_17,CUST05641,2025-09-01,20.94,8,33.23,0
U05641_18,CUST05641,2025-10-01,16.53,24,19.84,0
U05642_01,CUST05642,2025-10-01,6.91,15,35.07,0
U05642_02,CUST05642,2025-11-01,28.53,5,22.01,1
U05642_03,CUST05642,2025-12-01,16.33,7,22.77,1
U05642_04,CUST05642,2026-01-01,15.31,19,22.67,3
U05642_05,CUST05642,2026-02-01,13.84,16,17.53,1
U05642_06,CUST05642,2026-03-01,16.7,17,34.5,0
U05642_07,CUST05642,2026-04-01,18.6,10,35.56,0
U05642_08,CUST05642,2026-05-01,13.59,24,33.21,1
U05643_01,CUST05643,2024-12-01,8.03,21,27.96,0
U05643_02,CUST05643,2025-01-01,15.09,20,30.14,2
U05643_03,CUST05643,2025-02-01,26.46,2,42.32,0
U05643_04,CUST05643,2025-03-01,41.04,15,45.7,0
U05643_05,CUST05643,2025-04-01,37.72,12,34.75,3
U05643_06,CUST05643,2025-05-01,9.14,20,57.6,0
U05643_07,CUST05643,2025-06-01,53.6,15,39.77,0
U05643_08,CUST05643,2025-07-01,44.92,19,31.8,0
U05643_09,CUST05643,2025-08-01,73.47,13,32.51,0
U05643_10,CUST05643,2025-09-01,31.83,36,32.14,0
U05643_11,CUST05643,2025-10-01,30.79,25,26.96,1
U05643_12,CUST05643,2025-11-01,83.24,14,35.66,0
U05643_13,CUST05643,2025-12-01,14.2,6,23.62,0
U05643_14,CUST05643,2026-01-01,23.35,18,20.47,1
U05643_15,CUST05643,2026-02-01,36.77,27,40.64,4
U05643_16,CUST05643,2026-03-01,36.54,14,23.49,4
U05643_17,CUST05643,2026-04-01,17.88,16,24.74,1
U05643_18,CUST05643,2026-05-01,17.17,27,29.94,0
U05644_01,CUST05644,2024-04-01,15.33,25,45.35,0
U05644_02,CUST05644,2024-05-01,15.98,4,25.99,2
U05644_03,CUST05644,2024-06-01,18.23,10,24.29,2
U05644_04,CUST05644,2024-07-01,10.13,2,20.12,1
U05644_05,CUST05644,2024-08-01,57.09,4,13.34,0
U05644_06,CUST05644,2024-09-01,17.67,14,39.4,0
U05644_07,CUST05644,2024-10-01,17.25,22,29.59,1
U05644_08,CUST05644,2024-11-01,33.9,21,38.72,0
U05644_09,CUST05644,2024-12-01,9.4,12,33.65,2
U05644_10,CUST05644,2025-01-01,22.16,18,35.32,3
U05644_11,CUST05644,2025-02-01,24.05,26,24.31,1
U05644_12,CUST05644,2025-03-01,13.85,12,41.22,1
U05644_13,CUST05644,2025-04-01,4.28,21,22.77,2
U05644_14,CUST05644,2025-05-01,20.64,30,44.04,0
U05644_15,CUST05644,2025-06-01,19.94,23,42.25,2
U05644_16,CUST05644,2025-07-01,55.39,13,41.45,0
U05644_17,CUST05644,2025-08-01,13.86,5,44.25,1
