Payment_ID,Customer_ID,Payment_Date,Amount,Payment_Method,Payment_Status
PAY0057561,CUST05875,2025-06-06,1199,Credit Card,Success
PAY0057562,CUST05875,2025-07-06,14388,Credit Card,Success
PAY0057563,CUST05875,2025-08-06,1199,Credit Card,Success
PAY0057564,CUST05875,2025-09-06,1199,Credit Card,Success
PAY0057565,CUST05875,2025-10-06,14388,Credit Card,Success
PAY0057566,CUST05875,2025-11-06,3597,Credit Card,Success
PAY0057567,CUST05875,2025-12-06,1199,Credit Card,Success
PAY0057568,CUST05876,2026-02-26,1199,Debit Card,Success
PAY0057569,CUST05876,2026-03-26,1199,Debit Card,Success
PAY0057570,CUST05876,2026-04-26,1199,Debit Card,Success
PAY0057571,CUST05876,2026-05-26,1199,Debit Card,Failed
PAY0057572,CUST05877,2024-06-28,799,Net Banking,Success
PAY0057573,CUST05877,2024-07-28,799,Net Banking,Success
PAY0057574,CUST05877,2024-08-28,1598,Net Banking,Success
PAY0057575,CUST05877,2024-09-28,799,Net Banking,Success
PAY0057576,CUST05877,2024-10-28,799,Net Banking,Success
PAY0057577,CUST05877,2024-11-28,799,Net Banking,Success
PAY0057578,CUST05877,2024-12-28,1598,Net Banking,Success
PAY0057579,CUST05877,2025-01-28,2397,Net Banking,Success
PAY0057580,CUST05877,2025-02-28,2397,Net Banking,Success
PAY0057581,CUST05877,2025-03-28,9588,Net Banking,Success
PAY0057582,CUST05877,2025-04-28,9588,Net Banking,Success
PAY0057583,CUST05877,2025-05-28,799,Net Banking,Success
PAY0057584,CUST05878,2024-11-24,1199,AutoPay,Success
PAY0057585,CUST05878,2024-12-24,1199,AutoPay,Failed
PAY0057586,CUST05878,2025-01-24,1199,AutoPay,Success
PAY0057587,CUST05878,2025-02-24,1199,AutoPay,Success
PAY0057588,CUST05878,2025-03-24,1199,AutoPay,Success
PAY0057589,CUST05878,2025-04-24,1199,AutoPay,Success
PAY0057590,CUST05878,2025-05-24,1199,AutoPay,Success
PAY0057591,CUST05878,2025-06-24,1199,AutoPay,Success
PAY0057592,CUST05878,2025-07-24,1199,AutoPay,Success
PAY0057593,CUST05878,2025-08-24,1199,AutoPay,Success
PAY0057594,CUST05878,2025-09-24,1199,AutoPay,Success
PAY0057595,CUST05878,2025-10-24,1199,AutoPay,Success
PAY0057596,CUST05879,2025-06-26,4497,Debit Card,Success
PAY0057597,CUST05879,2025-07-26,2998,Debit Card,Failed
PAY0057598,CUST05879,2025-08-26,2998,Debit Card,Success
PAY0057599,CUST05879,2025-09-26,1499,Debit Card,Success
PAY0057600,CUST05879,2025-10-26,1499,Debit Card,Success
PAY0057601,CUST05879,2025-11-26,1499,Debit Card,Success
PAY0057602,CUST05879,2025-12-26,17988,Debit Card,Success
PAY0057603,CUST05879,2026-01-26,2998,Debit Card,Success
PAY0057604,CUST05879,2026-02-26,4497,Debit Card,Success
PAY0057605,CUST05879,2026-03-26,2998,Debit Card,Success
PAY0057606,CUST05879,2026-04-26,1499,Debit Card,Success
PAY0057607,CUST05880,2025-03-22,1199,Credit Card,Success
PAY0057608,CUST05880,2025-04-22,1199,Credit Card,Success
PAY0057609,CUST05880,2025-05-22,1199,Credit Card,Success
PAY0057610,CUST05880,2025-06-22,1199,Credit Card,Success
PAY0057611,CUST05880,2025-07-22,1199,Credit Card,Failed
PAY0057612,CUST05880,2025-08-22,1199,Credit Card,Success
PAY0057613,CUST05880,2025-09-22,1199,Credit Card,Success
PAY0057614,CUST05880,2025-10-22,1199,Credit Card,Success
PAY0057615,CUST05880,2025-11-22,1199,Credit Card,Failed
PAY0057616,CUST05880,2025-12-22,1199,Credit Card,Success
PAY0057617,CUST05880,2026-01-22,1199,Credit Card,Failed
PAY0057618,CUST05880,2026-02-22,1199,Credit Card,Success
PAY0057619,CUST05881,2024-01-10,2398,Debit Card,Success
PAY0057620,CUST05881,2024-02-10,2398,Debit Card,Success
PAY0057621,CUST05881,2024-03-10,1199,Debit Card,Success
PAY0057622,CUST05881,2024-04-10,2398,Debit Card,Success
PAY0057623,CUST05881,2024-05-10,3597,Debit Card,Success
PAY0057624,CUST05881,2024-06-10,2398,Debit Card,Success
PAY0057625,CUST05881,2024-07-10,1199,Debit Card,Success
PAY0057626,CUST05881,2024-08-10,14388,Debit Card,Success
PAY0057627,CUST05881,2024-09-10,1199,Debit Card,Success
PAY0057628,CUST05881,2024-10-10,1199,Debit Card,Success
PAY0057629,CUST05881,2024-11-10,1199,Debit Card,Success
PAY0057630,CUST05881,2024-12-10,14388,Debit Card,Success
PAY0057631,CUST05882,2025-12-01,799,UPI,Success
PAY0057632,CUST05882,2026-01-01,799,UPI,Success
PAY0057633,CUST05882,2026-02-01,799,UPI,Success
PAY0057634,CUST05882,2026-03-01,799,UPI,Success
PAY0057635,CUST05882,2026-04-01,799,UPI,Failed
PAY0057636,CUST05882,2026-05-01,799,UPI,Success
PAY0057637,CUST05883,2025-01-17,799,Net Banking,Success
PAY0057638,CUST05883,2025-02-17,799,Net Banking,Success
PAY0057639,CUST05883,2025-03-17,799,Net Banking,Success
PAY0057640,CUST05883,2025-04-17,799,Net Banking,Success
PAY0057641,CUST05883,2025-05-17,799,Net Banking,Success
PAY0057642,CUST05883,2025-06-17,799,Net Banking,Success
PAY0057643,CUST05883,2025-07-17,799,Net Banking,Success
PAY0057644,CUST05883,2025-08-17,799,Net Banking,Success
PAY0057645,CUST05883,2025-09-17,799,Net Banking,Success
PAY0057646,CUST05883,2025-10-17,799,Net Banking,Success
PAY0057647,CUST05883,2025-11-17,799,Net Banking,Success
PAY0057648,CUST05883,2025-12-17,799,Net Banking,Success
PAY0057649,CUST05884,2025-06-23,799,Debit Card,Success
PAY0057650,CUST05884,2025-07-23,799,Debit Card,Success
PAY0057651,CUST05884,2025-08-23,799,Debit Card,Success
PAY0057652,CUST05884,2025-09-23,799,Debit Card,Success
PAY0057653,CUST05884,2025-10-23,799,Debit Card,Success
PAY0057654,CUST05884,2025-11-23,799,Debit Card,Failed
PAY0057655,CUST05884,2025-12-23,799,Debit Card,Success
PAY0057656,CUST05884,2026-01-23,799,Debit Card,Success
PAY0057657,CUST05884,2026-02-23,799,Debit Card,Success
PAY0057658,CUST05884,2026-03-23,799,Debit Card,Success
PAY0057659,CUST05884,2026-04-23,799,Debit Card,Success
PAY0057660,CUST05885,2026-03-09,1199,UPI,Success
PAY0057661,CUST05885,2026-04-09,1199,UPI,Success
PAY0057662,CUST05885,2026-05-09,1199,UPI,Failed
PAY0057663,CUST05886,2024-02-11,1499,Debit Card,Success
PAY0057664,CUST05886,2024-03-11,1499,Debit Card,Success
PAY0057665,CUST05886,2024-04-11,1499,Debit Card,Success
PAY0057666,CUST05886,2024-05-11,1499,Debit Card,Success
PAY0057667,CUST05886,2024-06-11,1499,Debit Card,Success
PAY0057668,CUST05886,2024-07-11,1499,Debit Card,Success
PAY0057669,CUST05886,2024-08-11,1499,Debit Card,Success
PAY0057670,CUST05886,2024-09-11,1499,Debit Card,Failed
PAY0057671,CUST05886,2024-10-11,1499,Debit Card,Success
PAY0057672,CUST05886,2024-11-11,1499,Debit Card,Success
PAY0057673,CUST05886,2024-12-11,1499,Debit Card,Success
PAY0057674,CUST05886,2025-01-11,1499,Debit Card,Success
PAY0057675,CUST05887,2025-10-05,799,Credit Card,Failed
PAY0057676,CUST05887,2025-11-05,799,Credit Card,Success
PAY0057677,CUST05887,2025-12-05,799,Credit Card,Failed
PAY0057678,CUST05887,2026-01-05,799,Credit Card,Success
PAY0057679,CUST05887,2026-02-05,799,Credit Card,Success
PAY0057680,CUST05887,2026-03-05,799,Credit Card,Success
PAY0057681,CUST05887,2026-04-05,799,Credit Card,Success
PAY0057682,CUST05887,2026-05-05,799,Credit Card,Success
PAY0057683,CUST05888,2026-01-22,1499,Net Banking,Success
PAY0057684,CUST05888,2026-02-22,1499,Net Banking,Success
PAY0057685,CUST05888,2026-03-22,1499,Net Banking,Success
PAY0057686,CUST05888,2026-04-22,1499,Net Banking,Success
PAY0057687,CUST05888,2026-05-22,4497,Net Banking,Success
PAY0057688,CUST05889,2024-05-26,799,Debit Card,Success
PAY0057689,CUST05889,2024-06-26,2397,Debit Card,Success
PAY0057690,CUST05889,2024-07-26,799,Debit Card,Success
PAY0057691,CUST05889,2024-08-26,799,Debit Card,Success
PAY0057692,CUST05889,2024-09-26,799,Debit Card,Failed
PAY0057693,CUST05889,2024-10-26,799,Debit Card,Success
PAY0057694,CUST05889,2024-11-26,799,Debit Card,Success
PAY0057695,CUST05889,2024-12-26,799,Debit Card,Success
PAY0057696,CUST05889,2025-01-26,2397,Debit Card,Success
PAY0057697,CUST05889,2025-02-26,1598,Debit Card,Failed
PAY0057698,CUST05889,2025-03-26,799,Debit Card,Success
PAY0057699,CUST05889,2025-04-26,799,Debit Card,Success
PAY0057700,CUST05890,2026-01-09,1199,Credit Card,Success
PAY0057701,CUST05890,2026-02-09,14388,Credit Card,Success
PAY0057702,CUST05890,2026-03-09,14388,Credit Card,Success
PAY0057703,CUST05890,2026-04-09,1199,Credit Card,Success
PAY0057704,CUST05890,2026-05-09,3597,Credit Card,Success
PAY0057705,CUST05891,2025-02-23,499,UPI,Success
PAY0057706,CUST05891,2025-03-23,499,UPI,Success
PAY0057707,CUST05891,2025-04-23,499,UPI,Success
PAY0057708,CUST05891,2025-05-23,499,UPI,Success
PAY0057709,CUST05891,2025-06-23,5988,UPI,Success
PAY0057710,CUST05891,2025-07-23,499,UPI,Success
PAY0057711,CUST05891,2025-08-23,5988,UPI,Success
PAY0057712,CUST05891,2025-09-23,499,UPI,Success
PAY0057713,CUST05891,2025-10-23,998,UPI,Success
PAY0057714,CUST05891,2025-11-23,499,UPI,Success
PAY0057715,CUST05891,2025-12-23,499,UPI,Success
PAY0057716,CUST05891,2026-01-23,499,UPI,Success
PAY0057717,CUST05892,2024-11-21,1499,Debit Card,Success
PAY0057718,CUST05892,2024-12-21,1499,Debit Card,Success
PAY0057719,CUST05892,2025-01-21,1499,Debit Card,Success
PAY0057720,CUST05892,2025-02-21,1499,Debit Card,Success
PAY0057721,CUST05892,2025-03-21,1499,Debit Card,Failed
PAY0057722,CUST05892,2025-04-21,1499,Debit Card,Success
PAY0057723,CUST05892,2025-05-21,1499,Debit Card,Success
PAY0057724,CUST05892,2025-06-21,1499,Debit Card,Failed
PAY0057725,CUST05892,2025-07-21,1499,Debit Card,Success
PAY0057726,CUST05892,2025-08-21,1499,Debit Card,Success
PAY0057727,CUST05892,2025-09-21,1499,Debit Card,Success
PAY0057728,CUST05892,2025-10-21,1499,Debit Card,Success
PAY0057729,CUST05893,2025-12-20,1199,Net Banking,Success
PAY0057730,CUST05893,2026-01-20,1199,Net Banking,Success
PAY0057731,CUST05893,2026-02-20,1199,Net Banking,Failed
PAY0057732,CUST05893,2026-03-20,1199,Net Banking,Success
PAY0057733,CUST05893,2026-04-20,1199,Net Banking,Failed
PAY0057734,CUST05894,2025-09-25,2398,UPI,Success
PAY0057735,CUST05894,2025-10-25,1199,UPI,Success
PAY0057736,CUST05894,2025-11-25,2398,UPI,Success
PAY0057737,CUST05894,2025-12-25,1199,UPI,Success
PAY0057738,CUST05894,2026-01-25,1199,UPI,Success
PAY0057739,CUST05894,2026-02-25,3597,UPI,Success
PAY0057740,CUST05894,2026-03-25,1199,UPI,Success
PAY0057741,CUST05894,2026-04-25,2398,UPI,Success
PAY0057742,CUST05895,2025-05-18,1199,UPI,Success
PAY0057743,CUST05895,2025-06-18,1199,UPI,Success
PAY0057744,CUST05895,2025-07-18,1199,UPI,Success
PAY0057745,CUST05895,2025-08-18,1199,UPI,Success
PAY0057746,CUST05895,2025-09-18,1199,UPI,Success
PAY0057747,CUST05895,2025-10-18,1199,UPI,Success
PAY0057748,CUST05895,2025-11-18,1199,UPI,Success
PAY0057749,CUST05895,2025-12-18,1199,UPI,Failed
PAY0057750,CUST05895,2026-01-18,1199,UPI,Success
PAY0057751,CUST05895,2026-02-18,1199,UPI,Success
PAY0057752,CUST05895,2026-03-18,1199,UPI,Success
PAY0057753,CUST05895,2026-04-18,1199,UPI,Success
PAY0057754,CUST05896,2025-06-23,1199,UPI,Success
PAY0057755,CUST05896,2025-07-23,1199,UPI,Success
PAY0057756,CUST05896,2025-08-23,1199,UPI,Success
PAY0057757,CUST05896,2025-09-23,1199,UPI,Failed
PAY0057758,CUST05896,2025-10-23,1199,UPI,Success
PAY0057759,CUST05896,2025-11-23,1199,UPI,Success
PAY0057760,CUST05896,2025-12-23,1199,UPI,Success
PAY0057761,CUST05896,2026-01-23,1199,UPI,Success
PAY0057762,CUST05896,2026-02-23,1199,UPI,Success
PAY0057763,CUST05896,2026-03-23,1199,UPI,Success
PAY0057764,CUST05896,2026-04-23,1199,UPI,Failed
PAY0057765,CUST05896,2026-05-23,1199,UPI,Success
PAY0057766,CUST05897,2024-10-27,9588,AutoPay,Success
PAY0057767,CUST05897,2024-11-27,799,AutoPay,Success
PAY0057768,CUST05897,2024-12-27,799,AutoPay,Success
PAY0057769,CUST05897,2025-01-27,2397,AutoPay,Success
PAY0057770,CUST05897,2025-02-27,9588,AutoPay,Success
PAY0057771,CUST05897,2025-03-27,799,AutoPay,Success
PAY0057772,CUST05897,2025-04-27,9588,AutoPay,Success
PAY0057773,CUST05897,2025-05-27,799,AutoPay,Success
PAY0057774,CUST05897,2025-06-27,9588,AutoPay,Success
PAY0057775,CUST05897,2025-07-27,1598,AutoPay,Success
PAY0057776,CUST05897,2025-08-27,1598,AutoPay,Success
PAY0057777,CUST05897,2025-09-27,799,AutoPay,Success
PAY0057778,CUST05898,2024-11-27,1497,AutoPay,Success
PAY0057779,CUST05898,2024-12-27,1497,AutoPay,Success
PAY0057780,CUST05898,2025-01-27,5988,AutoPay,Success
PAY0057781,CUST05898,2025-02-27,1497,AutoPay,Success
PAY0057782,CUST05898,2025-03-27,1497,AutoPay,Success
PAY0057783,CUST05898,2025-04-27,499,AutoPay,Success
PAY0057784,CUST05898,2025-05-27,499,AutoPay,Success
PAY0057785,CUST05898,2025-06-27,1497,AutoPay,Success
PAY0057786,CUST05898,2025-07-27,998,AutoPay,Success
PAY0057787,CUST05898,2025-08-27,499,AutoPay,Success
PAY0057788,CUST05898,2025-09-27,499,AutoPay,Success
PAY0057789,CUST05898,2025-10-27,499,AutoPay,Success
PAY0057790,CUST05899,2024-04-07,799,Credit Card,Success
PAY0057791,CUST05899,2024-05-07,9588,Credit Card,Success
PAY0057792,CUST05899,2024-06-07,799,Credit Card,Success
PAY0057793,CUST05899,2024-07-07,799,Credit Card,Success
PAY0057794,CUST05899,2024-08-07,799,Credit Card,Success
PAY0057795,CUST05899,2024-09-07,2397,Credit Card,Failed
PAY0057796,CUST05899,2024-10-07,1598,Credit Card,Success
PAY0057797,CUST05899,2024-11-07,1598,Credit Card,Success
PAY0057798,CUST05899,2024-12-07,1598,Credit Card,Success
PAY0057799,CUST05899,2025-01-07,2397,Credit Card,Success
PAY0057800,CUST05899,2025-02-07,9588,Credit Card,Success
PAY0057801,CUST05899,2025-03-07,799,Credit Card,Success
PAY0057802,CUST05900,2025-02-24,1199,UPI,Success
PAY0057803,CUST05900,2025-03-24,1199,UPI,Success
PAY0057804,CUST05900,2025-04-24,1199,UPI,Success
PAY0057805,CUST05900,2025-05-24,1199,UPI,Success
PAY0057806,CUST05900,2025-06-24,1199,UPI,Success
PAY0057807,CUST05900,2025-07-24,1199,UPI,Success
PAY0057808,CUST05900,2025-08-24,1199,UPI,Success
PAY0057809,CUST05900,2025-09-24,1199,UPI,Success
PAY0057810,CUST05900,2025-10-24,1199,UPI,Success
PAY0057811,CUST05900,2025-11-24,1199,UPI,Success
PAY0057812,CUST05900,2025-12-24,1199,UPI,Success
PAY0057813,CUST05900,2026-01-24,1199,UPI,Success
PAY0057814,CUST05901,2025-05-02,17988,Net Banking,Failed
PAY0057815,CUST05901,2025-06-02,4497,Net Banking,Success
PAY0057816,CUST05901,2025-07-02,1499,Net Banking,Success
PAY0057817,CUST05901,2025-08-02,1499,Net Banking,Success
PAY0057818,CUST05901,2025-09-02,17988,Net Banking,Success
PAY0057819,CUST05901,2025-10-02,1499,Net Banking,Success
PAY0057820,CUST05901,2025-11-02,1499,Net Banking,Success
PAY0057821,CUST05901,2025-12-02,1499,Net Banking,Success
PAY0057822,CUST05901,2026-01-02,4497,Net Banking,Success
PAY0057823,CUST05901,2026-02-02,2998,Net Banking,Success
PAY0057824,CUST05901,2026-03-02,4497,Net Banking,Success
PAY0057825,CUST05901,2026-04-02,1499,Net Banking,Success
PAY0057826,CUST05902,2024-01-20,799,Credit Card,Success
PAY0057827,CUST05902,2024-02-20,799,Credit Card,Success
PAY0057828,CUST05902,2024-03-20,799,Credit Card,Success
PAY0057829,CUST05902,2024-04-20,799,Credit Card,Success
PAY0057830,CUST05902,2024-05-20,799,Credit Card,Success
PAY0057831,CUST05902,2024-06-20,799,Credit Card,Success
PAY0057832,CUST05902,2024-07-20,799,Credit Card,Success
PAY0057833,CUST05902,2024-08-20,799,Credit Card,Success
PAY0057834,CUST05902,2024-09-20,799,Credit Card,Success
PAY0057835,CUST05902,2024-10-20,799,Credit Card,Success
PAY0057836,CUST05902,2024-11-20,799,Credit Card,Success
PAY0057837,CUST05902,2024-12-20,799,Credit Card,Success
PAY0057838,CUST05903,2024-10-06,1199,Credit Card,Success
PAY0057839,CUST05903,2024-11-06,1199,Credit Card,Success
PAY0057840,CUST05903,2024-12-06,1199,Credit Card,Success
PAY0057841,CUST05903,2025-01-06,1199,Credit Card,Success
PAY0057842,CUST05903,2025-02-06,1199,Credit Card,Success
PAY0057843,CUST05903,2025-03-06,1199,Credit Card,Success
PAY0057844,CUST05903,2025-04-06,1199,Credit Card,Success
PAY0057845,CUST05903,2025-05-06,1199,Credit Card,Success
PAY0057846,CUST05903,2025-06-06,1199,Credit Card,Success
PAY0057847,CUST05903,2025-07-06,1199,Credit Card,Success
PAY0057848,CUST05903,2025-08-06,1199,Credit Card,Success
PAY0057849,CUST05903,2025-09-06,1199,Credit Card,Success
PAY0057850,CUST05904,2024-02-22,1499,UPI,Success
PAY0057851,CUST05904,2024-03-22,1499,UPI,Success
PAY0057852,CUST05904,2024-04-22,1499,UPI,Success
PAY0057853,CUST05904,2024-05-22,1499,UPI,Success
PAY0057854,CUST05904,2024-06-22,1499,UPI,Success
PAY0057855,CUST05904,2024-07-22,1499,UPI,Success
PAY0057856,CUST05904,2024-08-22,1499,UPI,Success
PAY0057857,CUST05904,2024-09-22,1499,UPI,Success
PAY0057858,CUST05904,2024-10-22,1499,UPI,Success
PAY0057859,CUST05904,2024-11-22,1499,UPI,Success
PAY0057860,CUST05904,2024-12-22,1499,UPI,Success
PAY0057861,CUST05904,2025-01-22,1499,UPI,Success
PAY0057862,CUST05905,2024-08-15,799,Debit Card,Success
PAY0057863,CUST05905,2024-09-15,799,Debit Card,Success
PAY0057864,CUST05905,2024-10-15,799,Debit Card,Failed
PAY0057865,CUST05905,2024-11-15,799,Debit Card,Success
PAY0057866,CUST05905,2024-12-15,799,Debit Card,Success
PAY0057867,CUST05905,2025-01-15,799,Debit Card,Success
PAY0057868,CUST05905,2025-02-15,799,Debit Card,Success
PAY0057869,CUST05905,2025-03-15,799,Debit Card,Success
PAY0057870,CUST05905,2025-04-15,799,Debit Card,Success
PAY0057871,CUST05905,2025-05-15,799,Debit Card,Success
PAY0057872,CUST05905,2025-06-15,799,Debit Card,Success
PAY0057873,CUST05905,2025-07-15,799,Debit Card,Success
PAY0057874,CUST05906,2024-05-04,1499,Debit Card,Success
PAY0057875,CUST05906,2024-06-04,2998,Debit Card,Success
PAY0057876,CUST05906,2024-07-04,4497,Debit Card,Success
PAY0057877,CUST05906,2024-08-04,4497,Debit Card,Success
PAY0057878,CUST05906,2024-09-04,1499,Debit Card,Success
PAY0057879,CUST05906,2024-10-04,2998,Debit Card,Failed
PAY0057880,CUST05906,2024-11-04,1499,Debit Card,Success
PAY0057881,CUST05906,2024-12-04,1499,Debit Card,Success
PAY0057882,CUST05906,2025-01-04,17988,Debit Card,Success
PAY0057883,CUST05906,2025-02-04,1499,Debit Card,Success
PAY0057884,CUST05906,2025-03-04,1499,Debit Card,Success
PAY0057885,CUST05906,2025-04-04,1499,Debit Card,Success
PAY0057886,CUST05907,2024-06-28,499,Credit Card,Failed
PAY0057887,CUST05907,2024-07-28,499,Credit Card,Failed
PAY0057888,CUST05907,2024-08-28,499,Credit Card,Success
PAY0057889,CUST05907,2024-09-28,499,Credit Card,Success
PAY0057890,CUST05907,2024-10-28,499,Credit Card,Success
PAY0057891,CUST05907,2024-11-28,499,Credit Card,Success
PAY0057892,CUST05907,2024-12-28,499,Credit Card,Success
PAY0057893,CUST05907,2025-01-28,499,Credit Card,Success
PAY0057894,CUST05907,2025-02-28,499,Credit Card,Failed
PAY0057895,CUST05907,2025-03-28,499,Credit Card,Success
PAY0057896,CUST05907,2025-04-28,499,Credit Card,Success
PAY0057897,CUST05907,2025-05-28,499,Credit Card,Success
PAY0057898,CUST05908,2025-02-05,1499,Debit Card,Success
PAY0057899,CUST05908,2025-03-05,2998,Debit Card,Success
PAY0057900,CUST05908,2025-04-05,1499,Debit Card,Success
PAY0057901,CUST05908,2025-05-05,17988,Debit Card,Failed
PAY0057902,CUST05908,2025-06-05,4497,Debit Card,Success
PAY0057903,CUST05908,2025-07-05,1499,Debit Card,Success
PAY0057904,CUST05908,2025-08-05,1499,Debit Card,Success
PAY0057905,CUST05908,2025-09-05,1499,Debit Card,Success
PAY0057906,CUST05908,2025-10-05,1499,Debit Card,Success
PAY0057907,CUST05908,2025-11-05,1499,Debit Card,Success
PAY0057908,CUST05908,2025-12-05,1499,Debit Card,Success
PAY0057909,CUST05908,2026-01-05,1499,Debit Card,Success
PAY0057910,CUST05909,2024-10-01,1499,AutoPay,Success
PAY0057911,CUST05909,2024-11-01,1499,AutoPay,Success
PAY0057912,CUST05909,2024-12-01,1499,AutoPay,Success
PAY0057913,CUST05909,2025-01-01,1499,AutoPay,Success
PAY0057914,CUST05909,2025-02-01,1499,AutoPay,Success
PAY0057915,CUST05909,2025-03-01,1499,AutoPay,Success
PAY0057916,CUST05909,2025-04-01,1499,AutoPay,Success
PAY0057917,CUST05909,2025-05-01,1499,AutoPay,Success
PAY0057918,CUST05909,2025-06-01,1499,AutoPay,Success
PAY0057919,CUST05909,2025-07-01,1499,AutoPay,Success
PAY0057920,CUST05909,2025-08-01,1499,AutoPay,Success
PAY0057921,CUST05909,2025-09-01,1499,AutoPay,Success
PAY0057922,CUST05910,2024-11-09,1199,UPI,Success
PAY0057923,CUST05910,2024-12-09,3597,UPI,Success
PAY0057924,CUST05910,2025-01-09,14388,UPI,Success
PAY0057925,CUST05910,2025-02-09,1199,UPI,Success
PAY0057926,CUST05910,2025-03-09,3597,UPI,Success
PAY0057927,CUST05910,2025-04-09,1199,UPI,Success
PAY0057928,CUST05910,2025-05-09,14388,UPI,Success
PAY0057929,CUST05910,2025-06-09,2398,UPI,Success
PAY0057930,CUST05910,2025-07-09,14388,UPI,Success
PAY0057931,CUST05910,2025-08-09,3597,UPI,Success
PAY0057932,CUST05910,2025-09-09,1199,UPI,Success
PAY0057933,CUST05910,2025-10-09,2398,UPI,Success
PAY0057934,CUST05911,2025-02-23,1499,Debit Card,Success
PAY0057935,CUST05911,2025-03-23,1499,Debit Card,Success
PAY0057936,CUST05911,2025-04-23,1499,Debit Card,Success
PAY0057937,CUST05911,2025-05-23,1499,Debit Card,Success
PAY0057938,CUST05911,2025-06-23,1499,Debit Card,Failed
PAY0057939,CUST05911,2025-07-23,1499,Debit Card,Success
PAY0057940,CUST05911,2025-08-23,1499,Debit Card,Success
PAY0057941,CUST05911,2025-09-23,1499,Debit Card,Success
PAY0057942,CUST05911,2025-10-23,1499,Debit Card,Success
PAY0057943,CUST05911,2025-11-23,1499,Debit Card,Success
PAY0057944,CUST05911,2025-12-23,1499,Debit Card,Success
PAY0057945,CUST05911,2026-01-23,1499,Debit Card,Success
PAY0057946,CUST05912,2025-05-06,799,Net Banking,Success
PAY0057947,CUST05912,2025-06-06,799,Net Banking,Success
PAY0057948,CUST05912,2025-07-06,9588,Net Banking,Success
PAY0057949,CUST05912,2025-08-06,799,Net Banking,Success
PAY0057950,CUST05912,2025-09-06,1598,Net Banking,Success
PAY0057951,CUST05912,2025-10-06,9588,Net Banking,Success
PAY0057952,CUST05912,2025-11-06,799,Net Banking,Success
PAY0057953,CUST05912,2025-12-06,1598,Net Banking,Success
PAY0057954,CUST05912,2026-01-06,799,Net Banking,Success
PAY0057955,CUST05912,2026-02-06,1598,Net Banking,Success
PAY0057956,CUST05912,2026-03-06,9588,Net Banking,Success
PAY0057957,CUST05912,2026-04-06,799,Net Banking,Success
PAY0057958,CUST05913,2024-06-09,499,UPI,Success
PAY0057959,CUST05913,2024-07-09,499,UPI,Success
PAY0057960,CUST05913,2024-08-09,499,UPI,Success
PAY0057961,CUST05913,2024-09-09,499,UPI,Success
PAY0057962,CUST05913,2024-10-09,499,UPI,Failed
PAY0057963,CUST05913,2024-11-09,499,UPI,Success
PAY0057964,CUST05913,2024-12-09,499,UPI,Success
PAY0057965,CUST05913,2025-01-09,499,UPI,Success
PAY0057966,CUST05913,2025-02-09,499,UPI,Success
PAY0057967,CUST05913,2025-03-09,499,UPI,Success
PAY0057968,CUST05913,2025-04-09,499,UPI,Success
PAY0057969,CUST05913,2025-05-09,499,UPI,Success
PAY0057970,CUST05914,2025-07-13,499,Net Banking,Success
PAY0057971,CUST05914,2025-08-13,499,Net Banking,Success
PAY0057972,CUST05914,2025-09-13,5988,Net Banking,Success
PAY0057973,CUST05914,2025-10-13,5988,Net Banking,Success
PAY0057974,CUST05914,2025-11-13,499,Net Banking,Success
PAY0057975,CUST05914,2025-12-13,499,Net Banking,Success
PAY0057976,CUST05914,2026-01-13,1497,Net Banking,Success
PAY0057977,CUST05914,2026-02-13,499,Net Banking,Success
PAY0057978,CUST05914,2026-03-13,499,Net Banking,Success
PAY0057979,CUST05914,2026-04-13,998,Net Banking,Success
PAY0057980,CUST05915,2025-04-15,499,Net Banking,Success
PAY0057981,CUST05915,2025-05-15,499,Net Banking,Success
PAY0057982,CUST05915,2025-06-15,499,Net Banking,Success
PAY0057983,CUST05915,2025-07-15,499,Net Banking,Success
PAY0057984,CUST05915,2025-08-15,499,Net Banking,Success
PAY0057985,CUST05915,2025-09-15,499,Net Banking,Success
PAY0057986,CUST05915,2025-10-15,499,Net Banking,Success
PAY0057987,CUST05915,2025-11-15,499,Net Banking,Success
PAY0057988,CUST05915,2025-12-15,499,Net Banking,Success
PAY0057989,CUST05915,2026-01-15,499,Net Banking,Success
PAY0057990,CUST05915,2026-02-15,499,Net Banking,Success
PAY0057991,CUST05915,2026-03-15,499,Net Banking,Success
PAY0057992,CUST05916,2024-12-22,799,UPI,Failed
PAY0057993,CUST05916,2025-01-22,799,UPI,Success
PAY0057994,CUST05916,2025-02-22,799,UPI,Success
PAY0057995,CUST05916,2025-03-22,799,UPI,Success
PAY0057996,CUST05916,2025-04-22,799,UPI,Success
PAY0057997,CUST05916,2025-05-22,799,UPI,Success
PAY0057998,CUST05916,2025-06-22,799,UPI,Success
PAY0057999,CUST05916,2025-07-22,799,UPI,Success
PAY0058000,CUST05916,2025-08-22,799,UPI,Success
PAY0058001,CUST05916,2025-09-22,799,UPI,Success
PAY0058002,CUST05916,2025-10-22,799,UPI,Success
PAY0058003,CUST05916,2025-11-22,799,UPI,Success
PAY0058004,CUST05917,2025-03-05,499,Net Banking,Success
PAY0058005,CUST05917,2025-04-05,499,Net Banking,Success
PAY0058006,CUST05917,2025-05-05,499,Net Banking,Success
PAY0058007,CUST05917,2025-06-05,499,Net Banking,Success
