Subscription_ID,Customer_ID,Plan,Monthly_Fee,Contract_Type,Support_Tier,Start_Date
SUB06180,CUST06180,Basic,499,Monthly,2,2025-01-21
SUB06181,CUST06181,Premium,1199,Monthly,10,2025-03-20
SUB06182,CUST06182,Basic,499,Monthly,2,2025-07-30
SUB06183,CUST06183,Family,1499,Monthly,15,2024-03-06
SUB06184,CUST06184,Standard,799,Monthly,5,2025-09-13
SUB06185,CUST06185,Family,1499,Quarterly,15,2025-01-17
SUB06186,CUST06186,Family,1499,Quarterly,15,2026-03-04
SUB06187,CUST06187,Premium,1199,Quarterly,10,2025-07-21
SUB06188,CUST06188,Basic,499,Quarterly,2,2024-12-17
SUB06189,CUST06189,Basic,499,Monthly,2,2024-05-19
SUB06190,CUST06190,Family,1499,Monthly,15,2024-01-26
SUB06191,CUST06191,Standard,799,Monthly,5,2024-03-14
SUB06192,CUST06192,Standard,799,Monthly,5,2025-01-08
SUB06193,CUST06193,Premium,1199,Monthly,10,2025-03-23
SUB06194,CUST06194,Standard,799,Monthly,5,2024-01-24
SUB06195,CUST06195,Basic,499,Annual,2,2025-06-18
SUB06196,CUST06196,Standard,799,Annual,5,2024-02-23
SUB06197,CUST06197,Premium,1199,Annual,10,2025-05-20
SUB06198,CUST06198,Standard,799,Monthly,5,2025-11-28
SUB06199,CUST06199,Premium,1199,Annual,10,2025-01-28
SUB06200,CUST06200,Premium,1199,Monthly,10,2025-09-16
SUB06201,CUST06201,Premium,1199,Monthly,10,2026-03-27
SUB06202,CUST06202,Premium,1199,Quarterly,10,2024-11-07
SUB06203,CUST06203,Standard,799,Monthly,5,2024-04-19
SUB06204,CUST06204,Premium,1199,Monthly,10,2024-01-24
SUB06205,CUST06205,Family,1499,Monthly,15,2025-10-18
SUB06206,CUST06206,Premium,1199,Monthly,10,2024-02-09
SUB06207,CUST06207,Premium,1199,Annual,10,2025-03-23
SUB06208,CUST06208,Standard,799,Quarterly,5,2024-05-16
SUB06209,CUST06209,Standard,799,Monthly,5,2025-02-22
SUB06210,CUST06210,Basic,499,Quarterly,2,2025-05-28
SUB06211,CUST06211,Premium,1199,Monthly,10,2025-07-26
SUB06212,CUST06212,Premium,1199,Annual,10,2026-01-06
SUB06213,CUST06213,Premium,1199,Monthly,10,2025-07-20
SUB06214,CUST06214,Family,1499,Quarterly,15,2025-09-11
SUB06215,CUST06215,Basic,499,Annual,2,2026-01-30
SUB06216,CUST06216,Standard,799,Monthly,5,2025-07-15
SUB06217,CUST06217,Basic,499,Monthly,2,2024-08-03
SUB06218,CUST06218,Basic,499,Quarterly,2,2025-07-10
SUB06219,CUST06219,Family,1499,Monthly,15,2025-01-17
SUB06220,CUST06220,Premium,1199,Monthly,10,2025-03-23
SUB06221,CUST06221,Standard,799,Monthly,5,2024-08-03
SUB06222,CUST06222,Family,1499,Monthly,15,2024-11-05
SUB06223,CUST06223,Premium,1199,Annual,10,2025-12-12
SUB06224,CUST06224,Basic,499,Quarterly,2,2025-05-11
SUB06225,CUST06225,Basic,499,Monthly,2,2025-06-09
SUB06226,CUST06226,Basic,499,Annual,2,2024-09-08
SUB06227,CUST06227,Family,1499,Monthly,15,2024-08-20
SUB06228,CUST06228,Premium,1199,Quarterly,10,2025-10-11
SUB06229,CUST06229,Standard,799,Monthly,5,2025-03-07
SUB06230,CUST06230,Basic,499,Quarterly,2,2024-06-30
SUB06231,CUST06231,Standard,799,Quarterly,5,2025-01-25
SUB06232,CUST06232,Family,1499,Monthly,15,2024-03-02
SUB06233,CUST06233,Basic,499,Annual,2,2024-10-26
SUB06234,CUST06234,Family,1499,Monthly,15,2024-01-30
SUB06235,CUST06235,Family,1499,Monthly,15,2025-02-20
SUB06236,CUST06236,Standard,799,Monthly,5,2024-05-27
SUB06237,CUST06237,Standard,799,Monthly,5,2026-01-05
SUB06238,CUST06238,Basic,499,Monthly,2,2025-08-29
SUB06239,CUST06239,Premium,1199,Monthly,10,2026-04-24
SUB06240,CUST06240,Premium,1199,Monthly,10,2024-02-01
SUB06241,CUST06241,Family,1499,Monthly,15,2025-01-17
SUB06242,CUST06242,Basic,499,Monthly,2,2026-01-31
SUB06243,CUST06243,Basic,499,Monthly,2,2025-07-12
SUB06244,CUST06244,Premium,1199,Quarterly,10,2024-08-23
SUB06245,CUST06245,Basic,499,Annual,2,2025-10-16
SUB06246,CUST06246,Standard,799,Quarterly,5,2026-02-13
SUB06247,CUST06247,Premium,1199,Quarterly,10,2025-08-08
SUB06248,CUST06248,Family,1499,Monthly,15,2025-01-24
SUB06249,CUST06249,Basic,499,Quarterly,2,2024-08-16
SUB06250,CUST06250,Premium,1199,Monthly,10,2026-04-11
SUB06251,CUST06251,Premium,1199,Monthly,10,2024-03-20
SUB06252,CUST06252,Basic,499,Monthly,2,2025-09-17
SUB06253,CUST06253,Family,1499,Monthly,15,2024-05-22
SUB06254,CUST06254,Standard,799,Annual,5,2024-10-03
SUB06255,CUST06255,Premium,1199,Monthly,10,2024-10-11
SUB06256,CUST06256,Premium,1199,Monthly,10,2026-03-02
SUB06257,CUST06257,Premium,1199,Annual,10,2025-01-05
SUB06258,CUST06258,Premium,1199,Monthly,10,2024-03-13
SUB06259,CUST06259,Family,1499,Quarterly,15,2026-03-02
SUB06260,CUST06260,Family,1499,Annual,15,2025-07-26
SUB06261,CUST06261,Premium,1199,Annual,10,2025-09-18
SUB06262,CUST06262,Premium,1199,Monthly,10,2024-02-17
SUB06263,CUST06263,Family,1499,Monthly,15,2026-03-19
SUB06264,CUST06264,Standard,799,Monthly,5,2024-06-19
SUB06265,CUST06265,Premium,1199,Monthly,10,2024-12-09
SUB06266,CUST06266,Premium,1199,Monthly,10,2025-10-20
SUB06267,CUST06267,Premium,1199,Quarterly,10,2025-12-27
SUB06268,CUST06268,Premium,1199,Monthly,10,2024-01-07
SUB06269,CUST06269,Premium,1199,Monthly,10,2026-02-08
SUB06270,CUST06270,Basic,499,Annual,2,2025-04-22
SUB06271,CUST06271,Family,1499,Annual,15,2025-12-15
SUB06272,CUST06272,Standard,799,Monthly,5,2025-01-12
SUB06273,CUST06273,Premium,1199,Monthly,10,2024-04-19
SUB06274,CUST06274,Basic,499,Monthly,2,2025-04-11
SUB06275,CUST06275,Family,1499,Annual,15,2024-04-18
SUB06276,CUST06276,Basic,499,Monthly,2,2024-08-07
SUB06277,CUST06277,Family,1499,Quarterly,15,2025-04-23
SUB06278,CUST06278,Family,1499,Annual,15,2024-07-13
SUB06279,CUST06279,Basic,499,Annual,2,2024-08-15
SUB06280,CUST06280,Family,1499,Monthly,15,2025-08-12
SUB06281,CUST06281,Standard,799,Monthly,5,2024-07-21
SUB06282,CUST06282,Standard,799,Monthly,5,2026-03-04
SUB06283,CUST06283,Standard,799,Quarterly,5,2026-04-07
SUB06284,CUST06284,Standard,799,Annual,5,2025-11-18
SUB06285,CUST06285,Premium,1199,Monthly,10,2025-01-16
SUB06286,CUST06286,Premium,1199,Quarterly,10,2024-04-18
SUB06287,CUST06287,Family,1499,Monthly,15,2025-11-20
SUB06288,CUST06288,Premium,1199,Quarterly,10,2024-05-23
SUB06289,CUST06289,Standard,799,Monthly,5,2026-03-11
SUB06290,CUST06290,Basic,499,Monthly,2,2025-10-24
SUB06291,CUST06291,Basic,499,Monthly,2,2026-02-15
SUB06292,CUST06292,Family,1499,Monthly,15,2024-10-14
SUB06293,CUST06293,Basic,499,Monthly,2,2024-12-25
SUB06294,CUST06294,Family,1499,Monthly,15,2025-02-10
SUB06295,CUST06295,Premium,1199,Quarterly,10,2025-02-15
SUB06296,CUST06296,Standard,799,Monthly,5,2025-02-21
SUB06297,CUST06297,Family,1499,Annual,15,2025-04-28
SUB06298,CUST06298,Basic,499,Monthly,2,2025-09-25
SUB06299,CUST06299,Basic,499,Monthly,2,2024-02-09
SUB06300,CUST06300,Basic,499,Monthly,2,2025-12-27
SUB06301,CUST06301,Standard,799,Monthly,5,2025-02-02
SUB06302,CUST06302,Basic,499,Quarterly,2,2024-05-30
SUB06303,CUST06303,Basic,499,Annual,2,2025-02-07
SUB06304,CUST06304,Premium,1199,Monthly,10,2024-12-01
SUB06305,CUST06305,Family,1499,Monthly,15,2026-03-24
SUB06306,CUST06306,Premium,1199,Monthly,10,2025-09-03
SUB06307,CUST06307,Standard,799,Annual,5,2025-06-12
SUB06308,CUST06308,Family,1499,Quarterly,15,2025-08-08
SUB06309,CUST06309,Premium,1199,Quarterly,10,2024-10-18
SUB06310,CUST06310,Premium,1199,Annual,10,2024-01-07
SUB06311,CUST06311,Basic,499,Monthly,2,2025-10-09
SUB06312,CUST06312,Standard,799,Monthly,5,2025-08-12
SUB06313,CUST06313,Standard,799,Monthly,5,2024-08-17
SUB06314,CUST06314,Basic,499,Quarterly,2,2025-07-15
SUB06315,CUST06315,Standard,799,Monthly,5,2026-01-31
SUB06316,CUST06316,Family,1499,Annual,15,2025-04-20
SUB06317,CUST06317,Basic,499,Annual,2,2024-02-20
SUB06318,CUST06318,Basic,499,Monthly,2,2025-11-28
SUB06319,CUST06319,Basic,499,Quarterly,2,2024-11-02
SUB06320,CUST06320,Premium,1199,Monthly,10,2025-04-08
SUB06321,CUST06321,Premium,1199,Monthly,10,2024-03-11
SUB06322,CUST06322,Premium,1199,Annual,10,2024-12-28
SUB06323,CUST06323,Basic,499,Monthly,2,2025-10-05
SUB06324,CUST06324,Basic,499,Monthly,2,2025-06-24
SUB06325,CUST06325,Premium,1199,Monthly,10,2026-01-18
SUB06326,CUST06326,Basic,499,Annual,2,2026-02-28
SUB06327,CUST06327,Premium,1199,Monthly,10,2024-03-01
SUB06328,CUST06328,Standard,799,Monthly,5,2024-07-13
SUB06329,CUST06329,Family,1499,Annual,15,2026-01-05
SUB06330,CUST06330,Standard,799,Monthly,5,2024-10-29
SUB06331,CUST06331,Standard,799,Monthly,5,2024-03-07
SUB06332,CUST06332,Premium,1199,Monthly,10,2025-08-07
SUB06333,CUST06333,Premium,1199,Annual,10,2025-12-10
SUB06334,CUST06334,Premium,1199,Monthly,10,2024-12-11
SUB06335,CUST06335,Basic,499,Monthly,2,2025-11-07
SUB06336,CUST06336,Premium,1199,Monthly,10,2024-08-07
SUB06337,CUST06337,Family,1499,Monthly,15,2025-04-30
SUB06338,CUST06338,Standard,799,Quarterly,5,2025-11-07
SUB06339,CUST06339,Family,1499,Monthly,15,2026-02-28
SUB06340,CUST06340,Family,1499,Annual,15,2025-06-03
SUB06341,CUST06341,Standard,799,Annual,5,2024-05-21
SUB06342,CUST06342,Standard,799,Monthly,5,2025-05-09
SUB06343,CUST06343,Standard,799,Quarterly,5,2024-01-17
SUB06344,CUST06344,Basic,499,Monthly,2,2024-01-07
SUB06345,CUST06345,Family,1499,Monthly,15,2024-10-16
SUB06346,CUST06346,Family,1499,Quarterly,15,2024-11-01
SUB06347,CUST06347,Basic,499,Monthly,2,2025-05-01
SUB06348,CUST06348,Premium,1199,Monthly,10,2024-04-09
SUB06349,CUST06349,Premium,1199,Monthly,10,2026-01-23
SUB06350,CUST06350,Family,1499,Quarterly,15,2025-06-25
SUB06351,CUST06351,Premium,1199,Quarterly,10,2025-05-09
SUB06352,CUST06352,Basic,499,Annual,2,2026-03-30
SUB06353,CUST06353,Standard,799,Monthly,5,2024-10-12
SUB06354,CUST06354,Premium,1199,Annual,10,2025-05-12
SUB06355,CUST06355,Premium,1199,Monthly,10,2024-06-14
SUB06356,CUST06356,Family,1499,Annual,15,2024-08-23
SUB06357,CUST06357,Family,1499,Monthly,15,2024-07-10
SUB06358,CUST06358,Premium,1199,Annual,10,2024-06-10
SUB06359,CUST06359,Premium,1199,Quarterly,10,2025-09-08
SUB06360,CUST06360,Basic,499,Monthly,2,2025-02-16
SUB06361,CUST06361,Family,1499,Quarterly,15,2025-10-09
SUB06362,CUST06362,Standard,799,Annual,5,2024-09-21
SUB06363,CUST06363,Basic,499,Monthly,2,2024-03-16
SUB06364,CUST06364,Premium,1199,Monthly,10,2025-06-09
SUB06365,CUST06365,Family,1499,Monthly,15,2026-04-26
SUB06366,CUST06366,Premium,1199,Monthly,10,2024-08-13
SUB06367,CUST06367,Standard,799,Quarterly,5,2024-05-26
SUB06368,CUST06368,Family,1499,Monthly,15,2026-03-19
SUB06369,CUST06369,Basic,499,Monthly,2,2025-09-16
SUB06370,CUST06370,Premium,1199,Annual,10,2025-02-11
SUB06371,CUST06371,Premium,1199,Monthly,10,2024-10-29
SUB06372,CUST06372,Premium,1199,Monthly,10,2024-09-29
SUB06373,CUST06373,Premium,1199,Monthly,10,2025-11-02
SUB06374,CUST06374,Standard,799,Quarterly,5,2025-01-03
SUB06375,CUST06375,Standard,799,Quarterly,5,2024-06-22
SUB06376,CUST06376,Basic,499,Monthly,2,2024-12-18
SUB06377,CUST06377,Standard,799,Annual,5,2025-04-07
SUB06378,CUST06378,Basic,499,Monthly,2,2025-02-16
SUB06379,CUST06379,Premium,1199,Annual,10,2024-01-19
SUB06380,CUST06380,Standard,799,Annual,5,2025-07-17
SUB06381,CUST06381,Family,1499,Monthly,15,2025-09-10
SUB06382,CUST06382,Family,1499,Quarterly,15,2025-07-22
SUB06383,CUST06383,Family,1499,Annual,15,2024-09-04
SUB06384,CUST06384,Basic,499,Monthly,2,2024-09-01
SUB06385,CUST06385,Family,1499,Monthly,15,2024-04-13
SUB06386,CUST06386,Standard,799,Quarterly,5,2024-07-07
SUB06387,CUST06387,Premium,1199,Annual,10,2025-07-15
SUB06388,CUST06388,Premium,1199,Monthly,10,2025-12-04
SUB06389,CUST06389,Standard,799,Annual,5,2024-02-01
SUB06390,CUST06390,Family,1499,Quarterly,15,2024-09-11
SUB06391,CUST06391,Standard,799,Annual,5,2025-11-06
SUB06392,CUST06392,Premium,1199,Quarterly,10,2024-07-17
SUB06393,CUST06393,Basic,499,Quarterly,2,2025-09-06
SUB06394,CUST06394,Premium,1199,Annual,10,2024-03-26
SUB06395,CUST06395,Family,1499,Annual,15,2025-11-29
SUB06396,CUST06396,Standard,799,Quarterly,5,2026-01-08
SUB06397,CUST06397,Basic,499,Annual,2,2024-06-18
SUB06398,CUST06398,Family,1499,Annual,15,2024-07-06
SUB06399,CUST06399,Standard,799,Monthly,5,2025-02-27
SUB06400,CUST06400,Premium,1199,Annual,10,2024-04-14
SUB06401,CUST06401,Premium,1199,Monthly,10,2025-11-16
SUB06402,CUST06402,Standard,799,Annual,5,2025-03-10
SUB06403,CUST06403,Standard,799,Quarterly,5,2025-08-08
SUB06404,CUST06404,Basic,499,Quarterly,2,2026-01-15
SUB06405,CUST06405,Basic,499,Annual,2,2024-09-28
SUB06406,CUST06406,Basic,499,Monthly,2,2025-10-18
SUB06407,CUST06407,Premium,1199,Annual,10,2025-03-14
SUB06408,CUST06408,Family,1499,Quarterly,15,2024-07-15
SUB06409,CUST06409,Premium,1199,Annual,10,2025-06-18
SUB06410,CUST06410,Standard,799,Annual,5,2024-10-21
SUB06411,CUST06411,Basic,499,Annual,2,2024-06-09
SUB06412,CUST06412,Family,1499,Monthly,15,2025-05-04
SUB06413,CUST06413,Premium,1199,Monthly,10,2024-05-28
SUB06414,CUST06414,Premium,1199,Annual,10,2025-02-25
SUB06415,CUST06415,Family,1499,Monthly,15,2025-01-20
SUB06416,CUST06416,Premium,1199,Annual,10,2025-11-17
SUB06417,CUST06417,Family,1499,Annual,15,2025-09-24
SUB06418,CUST06418,Basic,499,Monthly,2,2024-07-08
SUB06419,CUST06419,Family,1499,Annual,15,2024-01-21
SUB06420,CUST06420,Standard,799,Quarterly,5,2024-03-07
SUB06421,CUST06421,Premium,1199,Monthly,10,2025-05-23
SUB06422,CUST06422,Basic,499,Monthly,2,2025-02-24
SUB06423,CUST06423,Premium,1199,Monthly,10,2024-04-08
SUB06424,CUST06424,Basic,499,Annual,2,2024-01-27
SUB06425,CUST06425,Family,1499,Monthly,15,2026-04-11
SUB06426,CUST06426,Basic,499,Monthly,2,2025-11-07
SUB06427,CUST06427,Family,1499,Annual,15,2024-05-22
SUB06428,CUST06428,Premium,1199,Monthly,10,2025-12-05
SUB06429,CUST06429,Basic,499,Monthly,2,2025-11-11
SUB06430,CUST06430,Standard,799,Quarterly,5,2024-07-21
SUB06431,CUST06431,Basic,499,Monthly,2,2025-04-06
SUB06432,CUST06432,Basic,499,Annual,2,2026-04-16
SUB06433,CUST06433,Family,1499,Annual,15,2025-06-21
SUB06434,CUST06434,Basic,499,Quarterly,2,2025-12-10
SUB06435,CUST06435,Basic,499,Monthly,2,2024-12-02
SUB06436,CUST06436,Family,1499,Monthly,15,2025-12-26
SUB06437,CUST06437,Standard,799,Monthly,5,2025-07-22
SUB06438,CUST06438,Standard,799,Monthly,5,2024-04-20
SUB06439,CUST06439,Family,1499,Monthly,15,2025-02-11
SUB06440,CUST06440,Standard,799,Monthly,5,2025-03-23
SUB06441,CUST06441,Family,1499,Annual,15,2024-09-05
SUB06442,CUST06442,Family,1499,Monthly,15,2026-02-25
SUB06443,CUST06443,Standard,799,Monthly,5,2024-08-31
SUB06444,CUST06444,Premium,1199,Monthly,10,2025-08-27
SUB06445,CUST06445,Basic,499,Quarterly,2,2026-04-03
SUB06446,CUST06446,Standard,799,Monthly,5,2025-10-20
SUB06447,CUST06447,Family,1499,Monthly,15,2024-07-11
SUB06448,CUST06448,Family,1499,Monthly,15,2024-11-04
SUB06449,CUST06449,Premium,1199,Quarterly,10,2025-09-16
SUB06450,CUST06450,Standard,799,Annual,5,2025-02-15
SUB06451,CUST06451,Family,1499,Quarterly,15,2026-02-11
SUB06452,CUST06452,Basic,499,Quarterly,2,2024-11-14
SUB06453,CUST06453,Premium,1199,Quarterly,10,2025-09-03
SUB06454,CUST06454,Standard,799,Monthly,5,2026-01-04
SUB06455,CUST06455,Basic,499,Monthly,2,2025-02-13
SUB06456,CUST06456,Premium,1199,Monthly,10,2026-04-23
SUB06457,CUST06457,Basic,499,Monthly,2,2025-02-05
SUB06458,CUST06458,Family,1499,Monthly,15,2025-04-29
SUB06459,CUST06459,Family,1499,Quarterly,15,2026-04-04
SUB06460,CUST06460,Premium,1199,Monthly,10,2025-10-30
SUB06461,CUST06461,Family,1499,Quarterly,15,2024-02-01
SUB06462,CUST06462,Premium,1199,Monthly,10,2026-03-02
SUB06463,CUST06463,Standard,799,Annual,5,2025-06-14
SUB06464,CUST06464,Basic,499,Annual,2,2025-07-23
SUB06465,CUST06465,Premium,1199,Quarterly,10,2024-02-21
SUB06466,CUST06466,Basic,499,Monthly,2,2025-02-01
SUB06467,CUST06467,Premium,1199,Quarterly,10,2024-03-14
SUB06468,CUST06468,Family,1499,Monthly,15,2025-10-22
SUB06469,CUST06469,Standard,799,Monthly,5,2025-02-25
SUB06470,CUST06470,Premium,1199,Annual,10,2025-09-06
SUB06471,CUST06471,Standard,799,Annual,5,2024-10-31
SUB06472,CUST06472,Family,1499,Quarterly,15,2025-06-15
SUB06473,CUST06473,Premium,1199,Monthly,10,2024-09-24
SUB06474,CUST06474,Premium,1199,Monthly,10,2024-11-09
SUB06475,CUST06475,Standard,799,Monthly,5,2025-06-06
SUB06476,CUST06476,Family,1499,Monthly,15,2024-07-18
SUB06477,CUST06477,Standard,799,Monthly,5,2024-10-10
SUB06478,CUST06478,Standard,799,Monthly,5,2025-03-21
SUB06479,CUST06479,Standard,799,Monthly,5,2024-10-12
SUB06480,CUST06480,Standard,799,Annual,5,2026-04-30
SUB06481,CUST06481,Standard,799,Annual,5,2024-02-07
SUB06482,CUST06482,Basic,499,Monthly,2,2024-12-23
SUB06483,CUST06483,Basic,499,Annual,2,2026-02-27
SUB06484,CUST06484,Basic,499,Annual,2,2024-01-20
SUB06485,CUST06485,Basic,499,Annual,2,2025-08-25
SUB06486,CUST06486,Family,1499,Monthly,15,2026-04-07
SUB06487,CUST06487,Basic,499,Monthly,2,2024-08-20
SUB06488,CUST06488,Basic,499,Monthly,2,2025-05-05
SUB06489,CUST06489,Standard,799,Monthly,5,2024-11-07
SUB06490,CUST06490,Standard,799,Quarterly,5,2025-06-05
SUB06491,CUST06491,Standard,799,Quarterly,5,2026-04-26
SUB06492,CUST06492,Family,1499,Annual,15,2025-09-03
SUB06493,CUST06493,Standard,799,Monthly,5,2026-02-25
SUB06494,CUST06494,Basic,499,Monthly,2,2024-07-07
SUB06495,CUST06495,Family,1499,Annual,15,2025-02-08
SUB06496,CUST06496,Standard,799,Annual,5,2026-01-09
SUB06497,CUST06497,Standard,799,Annual,5,2025-09-15
SUB06498,CUST06498,Premium,1199,Monthly,10,2025-03-02
SUB06499,CUST06499,Premium,1199,Monthly,10,2024-06-19
SUB06500,CUST06500,Basic,499,Monthly,2,2026-01-12
SUB06501,CUST06501,Standard,799,Monthly,5,2024-10-10
SUB06502,CUST06502,Family,1499,Monthly,15,2024-05-27
SUB06503,CUST06503,Family,1499,Quarterly,15,2024-09-22
SUB06504,CUST06504,Family,1499,Monthly,15,2025-12-23
SUB06505,CUST06505,Family,1499,Monthly,15,2025-10-25
SUB06506,CUST06506,Family,1499,Monthly,15,2024-02-21
SUB06507,CUST06507,Basic,499,Quarterly,2,2025-08-03
SUB06508,CUST06508,Premium,1199,Quarterly,10,2025-03-15
SUB06509,CUST06509,Basic,499,Annual,2,2026-04-24
SUB06510,CUST06510,Basic,499,Monthly,2,2025-12-07
SUB06511,CUST06511,Family,1499,Quarterly,15,2026-04-13
SUB06512,CUST06512,Premium,1199,Annual,10,2025-10-14
SUB06513,CUST06513,Basic,499,Annual,2,2025-07-21
SUB06514,CUST06514,Basic,499,Monthly,2,2024-04-12
SUB06515,CUST06515,Family,1499,Monthly,15,2026-02-05
SUB06516,CUST06516,Basic,499,Monthly,2,2024-04-05
SUB06517,CUST06517,Family,1499,Annual,15,2024-04-09
SUB06518,CUST06518,Family,1499,Monthly,15,2024-12-24
SUB06519,CUST06519,Basic,499,Monthly,2,2024-10-03
SUB06520,CUST06520,Family,1499,Annual,15,2025-05-01
SUB06521,CUST06521,Family,1499,Monthly,15,2024-07-14
SUB06522,CUST06522,Family,1499,Quarterly,15,2024-05-24
SUB06523,CUST06523,Standard,799,Annual,5,2024-02-02
SUB06524,CUST06524,Family,1499,Monthly,15,2025-04-10
SUB06525,CUST06525,Family,1499,Annual,15,2024-08-25
SUB06526,CUST06526,Basic,499,Quarterly,2,2024-12-11
SUB06527,CUST06527,Standard,799,Quarterly,5,2025-03-02
SUB06528,CUST06528,Standard,799,Monthly,5,2025-12-06
SUB06529,CUST06529,Standard,799,Annual,5,2025-02-17
SUB06530,CUST06530,Family,1499,Monthly,15,2025-02-11
SUB06531,CUST06531,Family,1499,Monthly,15,2025-03-22
SUB06532,CUST06532,Premium,1199,Monthly,10,2025-04-14
SUB06533,CUST06533,Basic,499,Annual,2,2026-04-15
SUB06534,CUST06534,Family,1499,Monthly,15,2024-10-24
SUB06535,CUST06535,Basic,499,Annual,2,2024-02-28
SUB06536,CUST06536,Standard,799,Quarterly,5,2026-04-09
SUB06537,CUST06537,Standard,799,Quarterly,5,2025-06-15
SUB06538,CUST06538,Basic,499,Monthly,2,2024-09-28
SUB06539,CUST06539,Standard,799,Annual,5,2026-03-21
SUB06540,CUST06540,Basic,499,Monthly,2,2024-09-20
SUB06541,CUST06541,Basic,499,Annual,2,2026-04-08
SUB06542,CUST06542,Standard,799,Quarterly,5,2026-03-09
SUB06543,CUST06543,Standard,799,Monthly,5,2025-10-27
SUB06544,CUST06544,Standard,799,Monthly,5,2025-01-19
SUB06545,CUST06545,Premium,1199,Monthly,10,2024-02-16
SUB06546,CUST06546,Basic,499,Quarterly,2,2025-05-31
SUB06547,CUST06547,Standard,799,Monthly,5,2024-12-29
SUB06548,CUST06548,Premium,1199,Monthly,10,2025-02-14
SUB06549,CUST06549,Premium,1199,Quarterly,10,2026-01-19
SUB06550,CUST06550,Family,1499,Quarterly,15,2025-10-10
SUB06551,CUST06551,Premium,1199,Annual,10,2025-12-27
SUB06552,CUST06552,Premium,1199,Annual,10,2024-04-01
SUB06553,CUST06553,Basic,499,Monthly,2,2024-10-13
SUB06554,CUST06554,Standard,799,Monthly,5,2026-02-05
SUB06555,CUST06555,Basic,499,Monthly,2,2025-02-01
SUB06556,CUST06556,Premium,1199,Monthly,10,2024-06-12
SUB06557,CUST06557,Basic,499,Quarterly,2,2025-07-02
SUB06558,CUST06558,Premium,1199,Monthly,10,2024-01-03
SUB06559,CUST06559,Family,1499,Monthly,15,2025-09-26
SUB06560,CUST06560,Basic,499,Monthly,2,2025-09-29
SUB06561,CUST06561,Family,1499,Annual,15,2025-12-27
SUB06562,CUST06562,Premium,1199,Quarterly,10,2026-02-07
SUB06563,CUST06563,Standard,799,Monthly,5,2024-12-19
SUB06564,CUST06564,Standard,799,Monthly,5,2024-04-27
SUB06565,CUST06565,Family,1499,Annual,15,2026-01-19
SUB06566,CUST06566,Basic,499,Quarterly,2,2026-04-08
SUB06567,CUST06567,Family,1499,Annual,15,2024-10-18
SUB06568,CUST06568,Standard,799,Monthly,5,2024-09-21
SUB06569,CUST06569,Basic,499,Quarterly,2,2025-08-13
SUB06570,CUST06570,Standard,799,Monthly,5,2025-10-14
SUB06571,CUST06571,Basic,499,Quarterly,2,2024-02-27
SUB06572,CUST06572,Basic,499,Annual,2,2025-11-06
SUB06573,CUST06573,Basic,499,Annual,2,2025-08-28
SUB06574,CUST06574,Basic,499,Annual,2,2025-09-24
SUB06575,CUST06575,Basic,499,Monthly,2,2025-12-23
SUB06576,CUST06576,Premium,1199,Annual,10,2026-04-16
SUB06577,CUST06577,Premium,1199,Monthly,10,2024-02-07
SUB06578,CUST06578,Basic,499,Monthly,2,2025-08-07
SUB06579,CUST06579,Standard,799,Monthly,5,2026-03-27
SUB06580,CUST06580,Family,1499,Annual,15,2024-08-09
SUB06581,CUST06581,Basic,499,Annual,2,2024-03-29
SUB06582,CUST06582,Premium,1199,Monthly,10,2025-10-29
SUB06583,CUST06583,Family,1499,Quarterly,15,2024-08-30
SUB06584,CUST06584,Premium,1199,Monthly,10,2026-04-30
SUB06585,CUST06585,Family,1499,Annual,15,2024-07-16
SUB06586,CUST06586,Basic,499,Monthly,2,2025-09-21
SUB06587,CUST06587,Basic,499,Quarterly,2,2024-05-16
SUB06588,CUST06588,Family,1499,Monthly,15,2025-07-25
SUB06589,CUST06589,Standard,799,Monthly,5,2024-07-24
SUB06590,CUST06590,Basic,499,Annual,2,2024-02-19
SUB06591,CUST06591,Standard,799,Monthly,5,2024-11-27
SUB06592,CUST06592,Standard,799,Quarterly,5,2025-01-25
SUB06593,CUST06593,Family,1499,Annual,15,2024-04-11
SUB06594,CUST06594,Premium,1199,Monthly,10,2025-02-09
SUB06595,CUST06595,Standard,799,Annual,5,2024-07-20
SUB06596,CUST06596,Standard,799,Monthly,5,2024-05-26
SUB06597,CUST06597,Standard,799,Monthly,5,2025-06-23
SUB06598,CUST06598,Premium,1199,Monthly,10,2026-03-26
SUB06599,CUST06599,Family,1499,Monthly,15,2024-09-11
SUB06600,CUST06600,Standard,799,Annual,5,2025-09-29
SUB06601,CUST06601,Basic,499,Monthly,2,2025-03-14
SUB06602,CUST06602,Premium,1199,Monthly,10,2024-03-31
SUB06603,CUST06603,Basic,499,Monthly,2,2026-04-11
SUB06604,CUST06604,Basic,499,Monthly,2,2025-12-16
SUB06605,CUST06605,Premium,1199,Monthly,10,2025-10-06
SUB06606,CUST06606,Family,1499,Quarterly,15,2025-12-05
SUB06607,CUST06607,Family,1499,Monthly,15,2025-10-23
SUB06608,CUST06608,Basic,499,Monthly,2,2025-01-21
SUB06609,CUST06609,Basic,499,Monthly,2,2026-04-29
SUB06610,CUST06610,Basic,499,Annual,2,2025-04-21
SUB06611,CUST06611,Premium,1199,Monthly,10,2025-11-30
SUB06612,CUST06612,Premium,1199,Annual,10,2026-02-25
