Ticket_ID,Customer_ID,Ticket_Date,Issue_Type,Priority,Resolution_Days,Satisfaction_Score,Contact_Channel
TKT005584,CUST07090,2025-05-11,Technical,Low,3,5.0,Email
TKT005585,CUST07091,2026-05-06,Connectivity,Medium,2,5.0,Email
TKT005586,CUST07092,2025-12-27,Plan Change,High,3,4.0,App
TKT005587,CUST07092,2026-02-26,Billing,Medium,6,4.0,App
TKT005588,CUST07093,2026-04-20,Other,Medium,3,4.0,App
TKT005589,CUST07095,2026-03-27,Billing,Medium,1,3.0,App
TKT005590,CUST07097,2025-10-26,Billing,Medium,4,4.0,Chat
TKT005591,CUST07097,2026-01-02,Connectivity,Low,1,3.0,Chat
TKT005592,CUST07099,2025-04-08,Plan Change,Medium,7,3.0,App
TKT005593,CUST07099,2025-03-15,Other,Low,1,5.0,Phone
TKT005594,CUST07099,2026-04-14,Cancellation,Low,2,4.0,Phone
TKT005595,CUST07102,2026-04-29,Cancellation,Low,1,3.0,App
TKT005596,CUST07102,2026-03-19,Billing,High,17,3.0,Phone
TKT005597,CUST07102,2026-05-02,Cancellation,Medium,2,3.0,Phone
TKT005598,CUST07106,2024-07-12,Technical,High,1,2.0,Chat
TKT005599,CUST07109,2025-07-06,Plan Change,Low,5,3.0,Email
TKT005600,CUST07110,2026-01-04,Technical,Medium,2,5.0,App
TKT005601,CUST07112,2025-09-15,Cancellation,Low,10,4.0,Phone
TKT005602,CUST07113,2026-05-28,Other,Low,7,3.0,Phone
TKT005603,CUST07114,2025-07-08,Technical,Low,4,4.0,Phone
TKT005604,CUST07115,2024-10-18,Cancellation,Medium,4,3.0,Chat
TKT005605,CUST07119,2025-07-20,Cancellation,Low,2,4.0,App
TKT005606,CUST07121,2026-06-02,Cancellation,Medium,3,4.0,Chat
TKT005607,CUST07122,2024-10-28,Cancellation,Low,4,5.0,Email
TKT005608,CUST07124,2026-02-10,Billing,Medium,3,4.0,App
TKT005609,CUST07124,2025-02-22,Cancellation,Low,1,4.0,Email
TKT005610,CUST07125,2026-04-19,Connectivity,Low,4,4.0,Chat
TKT005611,CUST07125,2026-05-26,Cancellation,Low,2,3.0,Chat
TKT005612,CUST07125,2026-05-28,Technical,Low,6,4.0,Email
TKT005613,CUST07126,2026-04-30,Technical,Low,4,4.0,Phone
TKT005614,CUST07126,2026-03-31,Technical,Low,2,3.0,Email
TKT005615,CUST07127,2025-12-12,Billing,Low,5,4.0,Chat
TKT005616,CUST07129,2026-06-03,Plan Change,Low,2,4.0,Chat
TKT005617,CUST07132,2026-05-05,Connectivity,Medium,5,4.0,Phone
TKT005618,CUST07132,2026-05-12,Plan Change,Medium,1,3.0,Phone
TKT005619,CUST07132,2026-04-04,Billing,Low,4,4.0,App
TKT005620,CUST07133,2025-06-30,Billing,Medium,7,4.0,Phone
TKT005621,CUST07135,2025-11-27,Technical,Low,6,5.0,Chat
TKT005622,CUST07135,2024-10-31,Other,Low,1,4.0,App
TKT005623,CUST07137,2026-04-25,Billing,Low,4,3.0,App
TKT005624,CUST07137,2025-12-14,Cancellation,Low,4,5.0,Phone
TKT005625,CUST07141,2026-04-08,Billing,Medium,8,5.0,App
TKT005626,CUST07142,2024-12-16,Plan Change,Medium,5,4.0,Chat
TKT005627,CUST07148,2026-04-16,Plan Change,Low,4,3.0,Chat
TKT005628,CUST07149,2025-05-07,Billing,Low,1,3.0,Chat
TKT005629,CUST07149,2024-10-23,Other,Low,1,4.0,Chat
TKT005630,CUST07152,2024-10-11,Connectivity,Low,4,3.0,App
TKT005631,CUST07153,2026-06-05,Billing,Medium,4,4.0,App
TKT005632,CUST07153,2026-03-31,Plan Change,Low,7,3.0,Phone
TKT005633,CUST07155,2026-01-11,Technical,High,3,3.0,Email
TKT005634,CUST07156,2024-04-04,Plan Change,Low,3,3.0,Email
TKT005635,CUST07156,2026-01-18,Technical,High,3,4.0,Email
TKT005636,CUST07159,2025-04-16,Other,Low,2,4.0,Email
TKT005637,CUST07160,2025-11-29,Other,Low,1,3.0,Chat
TKT005638,CUST07161,2025-12-21,Connectivity,Low,3,4.0,Chat
TKT005639,CUST07162,2025-12-14,Other,Low,6,4.0,Chat
TKT005640,CUST07163,2024-10-10,Billing,High,6,2.0,App
TKT005641,CUST07164,2026-05-09,Connectivity,High,7,3.0,Email
TKT005642,CUST07166,2025-12-20,Billing,Low,5,5.0,Email
TKT005643,CUST07167,2026-01-02,Connectivity,Low,3,5.0,Phone
TKT005644,CUST07168,2026-03-11,Cancellation,Medium,3,3.0,Phone
TKT005645,CUST07169,2026-04-29,Billing,Low,3,2.0,Phone
TKT005646,CUST07171,2024-07-04,Billing,Medium,3,4.0,Chat
TKT005647,CUST07172,2025-12-27,Technical,Medium,3,5.0,Phone
TKT005648,CUST07172,2026-05-06,Cancellation,High,8,4.0,App
TKT005649,CUST07173,2025-06-25,Cancellation,Medium,4,3.0,Phone
TKT005650,CUST07174,2026-02-08,Cancellation,Medium,2,4.0,Email
TKT005651,CUST07177,2025-05-22,Technical,Low,6,5.0,Phone
TKT005652,CUST07179,2024-09-29,Billing,Medium,6,3.0,Email
TKT005653,CUST07181,2026-03-28,Connectivity,Low,4,3.0,Email
TKT005654,CUST07181,2026-03-10,Plan Change,Low,1,5.0,Chat
TKT005655,CUST07183,2026-03-27,Cancellation,Medium,12,5.0,Email
TKT005656,CUST07183,2026-05-18,Cancellation,Medium,4,5.0,Phone
TKT005657,CUST07186,2026-05-27,Cancellation,Low,7,4.0,Phone
TKT005658,CUST07187,2024-09-01,Billing,Medium,1,5.0,Chat
TKT005659,CUST07188,2026-01-16,Billing,Low,2,3.0,Phone
TKT005660,CUST07188,2025-09-29,Cancellation,Low,4,4.0,Phone
TKT005661,CUST07188,2026-02-11,Cancellation,Medium,3,4.0,Chat
TKT005662,CUST07189,2026-04-26,Connectivity,Low,2,3.0,App
TKT005663,CUST07194,2026-05-12,Billing,High,2,2.0,Chat
TKT005664,CUST07200,2025-11-12,Cancellation,Low,4,5.0,App
TKT005665,CUST07201,2026-05-10,Plan Change,Low,4,5.0,Chat
TKT005666,CUST07207,2026-04-30,Other,Medium,1,4.0,Chat
TKT005667,CUST07208,2025-10-12,Plan Change,High,2,2.0,App
TKT005668,CUST07210,2024-11-02,Cancellation,Low,4,4.0,Chat
TKT005669,CUST07210,2025-04-19,Technical,Low,12,5.0,Chat
TKT005670,CUST07213,2024-03-27,Cancellation,Medium,12,4.0,Phone
TKT005671,CUST07214,2025-08-28,Other,Low,2,3.0,App
TKT005672,CUST07214,2026-02-20,Technical,Low,1,4.0,App
TKT005673,CUST07214,2025-08-10,Billing,High,2,3.0,Phone
TKT005674,CUST07216,2024-04-21,Plan Change,Low,2,4.0,App
TKT005675,CUST07216,2024-10-31,Billing,Medium,4,3.0,Chat
TKT005676,CUST07217,2025-06-29,Other,Low,10,3.0,App
TKT005677,CUST07218,2025-12-30,Technical,Low,3,3.0,Email
TKT005678,CUST07219,2025-09-16,Billing,High,4,3.0,Phone
TKT005679,CUST07220,2026-05-27,Cancellation,Medium,1,2.0,App
TKT005680,CUST07220,2025-11-16,Billing,Medium,2,4.0,Email
TKT005681,CUST07220,2026-04-28,Plan Change,Low,2,4.0,Phone
TKT005682,CUST07220,2026-04-12,Plan Change,Medium,2,5.0,Email
TKT005683,CUST07221,2025-10-21,Connectivity,Medium,2,4.0,Chat
TKT005684,CUST07222,2025-08-13,Technical,Low,13,5.0,App
TKT005685,CUST07223,2025-12-25,Connectivity,Low,2,3.0,Chat
TKT005686,CUST07224,2024-08-21,Connectivity,Low,2,5.0,Email
TKT005687,CUST07226,2025-12-06,Cancellation,Low,4,,Email
TKT005688,CUST07226,2026-03-29,Connectivity,Medium,2,4.0,Chat
TKT005689,CUST07227,2026-02-21,Connectivity,Low,4,4.0,Chat
TKT005690,CUST07229,2025-07-15,Billing,Low,1,4.0,Email
TKT005691,CUST07230,2024-12-29,Cancellation,Low,4,4.0,Chat
TKT005692,CUST07232,2026-01-21,Plan Change,High,2,5.0,Phone
TKT005693,CUST07234,2026-05-22,Other,Low,3,5.0,Phone
TKT005694,CUST07235,2025-10-01,Technical,Medium,1,3.0,App
TKT005695,CUST07236,2025-06-14,Other,Medium,5,4.0,Email
TKT005696,CUST07238,2024-08-30,Billing,Low,1,4.0,Phone
TKT005697,CUST07239,2026-05-06,Plan Change,Medium,1,4.0,Phone
TKT005698,CUST07242,2025-10-09,Cancellation,Medium,1,3.0,Chat
TKT005699,CUST07246,2025-12-04,Technical,Medium,3,4.0,App
TKT005700,CUST07248,2024-11-29,Cancellation,Low,2,4.0,Email
TKT005701,CUST07249,2026-03-07,Billing,Medium,3,3.0,Phone
TKT005702,CUST07250,2026-05-05,Billing,Low,2,3.0,App
TKT005703,CUST07250,2025-06-23,Cancellation,Low,4,3.0,Phone
TKT005704,CUST07251,2024-09-02,Cancellation,Low,3,4.0,Email
TKT005705,CUST07252,2025-12-12,Technical,Medium,2,3.0,Phone
TKT005706,CUST07254,2025-02-10,Plan Change,Low,2,5.0,Chat
TKT005707,CUST07255,2025-08-07,Plan Change,Low,2,3.0,Chat
TKT005708,CUST07259,2026-05-02,Technical,Low,1,5.0,Phone
TKT005709,CUST07261,2026-01-23,Plan Change,Low,4,3.0,Email
TKT005710,CUST07263,2025-07-04,Connectivity,Low,2,5.0,Email
TKT005711,CUST07264,2024-10-08,Plan Change,Medium,2,3.0,Email
TKT005712,CUST07271,2026-06-10,Plan Change,Low,3,2.0,Email
TKT005713,CUST07271,2026-02-24,Cancellation,Medium,2,5.0,App
TKT005714,CUST07272,2025-02-07,Connectivity,Medium,5,4.0,App
TKT005715,CUST07276,2025-08-07,Connectivity,Medium,1,4.0,Phone
TKT005716,CUST07277,2026-05-19,Billing,Medium,2,5.0,Phone
TKT005717,CUST07285,2025-09-22,Technical,Low,5,3.0,Phone
TKT005718,CUST07285,2026-03-24,Technical,Medium,2,4.0,Phone
TKT005719,CUST07286,2026-04-05,Other,Low,3,5.0,Phone
TKT005720,CUST07288,2026-01-31,Billing,High,2,2.0,Email
TKT005721,CUST07288,2025-12-16,Connectivity,Medium,3,3.0,Chat
TKT005722,CUST07289,2024-08-15,Cancellation,Medium,3,3.0,Phone
TKT005723,CUST07289,2025-08-01,Other,Medium,5,5.0,Chat
TKT005724,CUST07297,2025-06-06,Billing,Medium,10,5.0,Chat
TKT005725,CUST07298,2025-04-22,Cancellation,Medium,2,4.0,Phone
TKT005726,CUST07299,2025-11-25,Other,High,5,4.0,Email
TKT005727,CUST07299,2026-01-18,Technical,Medium,3,4.0,Chat
TKT005728,CUST07302,2024-03-28,Connectivity,High,7,3.0,Email
TKT005729,CUST07303,2026-02-17,Technical,High,4,3.0,Email
TKT005730,CUST07304,2026-02-08,Technical,High,6,3.0,Email
TKT005731,CUST07306,2025-03-03,Connectivity,Low,2,2.0,App
TKT005732,CUST07306,2026-01-16,Other,Medium,6,3.0,App
TKT005733,CUST07306,2026-02-19,Technical,Low,3,3.0,Email
TKT005734,CUST07308,2025-12-16,Other,Medium,5,2.0,Chat
TKT005735,CUST07310,2024-09-30,Connectivity,Low,3,4.0,Email
TKT005736,CUST07310,2025-11-27,Technical,Low,6,4.0,App
TKT005737,CUST07312,2026-01-15,Connectivity,Low,2,4.0,Phone
TKT005738,CUST07314,2025-10-03,Connectivity,Low,1,5.0,Chat
TKT005739,CUST07314,2025-12-08,Plan Change,Low,3,3.0,App
TKT005740,CUST07327,2025-01-28,Technical,Low,2,2.0,Chat
TKT005741,CUST07328,2026-01-07,Plan Change,High,2,3.0,Chat
TKT005742,CUST07331,2025-07-15,Other,Low,2,4.0,Chat
TKT005743,CUST07331,2026-05-13,Billing,Medium,4,5.0,Chat
TKT005744,CUST07334,2025-01-15,Billing,Medium,4,4.0,Chat
TKT005745,CUST07338,2025-10-14,Other,Low,7,4.0,App
TKT005746,CUST07338,2026-02-03,Billing,Medium,5,5.0,Email
TKT005747,CUST07341,2025-10-03,Cancellation,Medium,7,3.0,App
TKT005748,CUST07341,2025-06-15,Connectivity,Medium,3,3.0,Email
TKT005749,CUST07344,2025-02-18,Billing,Low,8,5.0,Email
TKT005750,CUST07344,2025-02-09,Cancellation,Low,1,5.0,Email
TKT005751,CUST07345,2026-04-20,Connectivity,Medium,1,4.0,Chat
TKT005752,CUST07346,2024-10-04,Technical,Low,3,4.0,App
TKT005753,CUST07348,2025-06-02,Other,Medium,4,3.0,Email
TKT005754,CUST07348,2026-03-06,Connectivity,Low,2,4.0,Chat
TKT005755,CUST07348,2026-05-10,Connectivity,Low,1,4.0,Email
TKT005756,CUST07350,2025-04-28,Technical,Low,4,4.0,Phone
TKT005757,CUST07351,2026-05-19,Connectivity,High,5,4.0,Phone
TKT005758,CUST07351,2026-05-08,Billing,Low,1,3.0,App
TKT005759,CUST07353,2025-02-19,Billing,Low,5,3.0,Email
TKT005760,CUST07357,2026-03-30,Other,Low,7,4.0,Chat
TKT005761,CUST07358,2025-11-14,Billing,Medium,4,3.0,App
TKT005762,CUST07359,2025-12-10,Connectivity,Medium,8,4.0,Chat
TKT005763,CUST07360,2026-03-08,Other,Medium,2,4.0,Phone
TKT005764,CUST07361,2025-01-23,Plan Change,Medium,3,2.0,Phone
TKT005765,CUST07364,2026-06-08,Plan Change,Low,3,3.0,Email
TKT005766,CUST07365,2025-10-31,Cancellation,Medium,5,4.0,Chat
TKT005767,CUST07367,2026-03-09,Cancellation,High,3,5.0,Chat
TKT005768,CUST07368,2025-05-17,Other,Low,3,5.0,Email
TKT005769,CUST07369,2026-05-16,Plan Change,Low,3,5.0,Email
TKT005770,CUST07369,2026-03-03,Cancellation,Low,4,4.0,Phone
TKT005771,CUST07370,2025-10-03,Plan Change,High,2,2.0,Email
TKT005772,CUST07372,2026-05-12,Connectivity,High,4,2.0,Phone
TKT005773,CUST07372,2024-09-20,Other,Low,5,4.0,Phone
TKT005774,CUST07374,2025-06-20,Plan Change,Medium,1,4.0,App
TKT005775,CUST07377,2026-03-22,Plan Change,High,4,2.0,Email
TKT005776,CUST07377,2025-02-21,Cancellation,Low,5,4.0,Email
TKT005777,CUST07381,2025-09-13,Cancellation,Medium,3,3.0,Phone
TKT005778,CUST07384,2025-07-11,Other,Low,4,4.0,Chat
TKT005779,CUST07387,2026-05-02,Other,Medium,2,2.0,Phone
TKT005780,CUST07388,2025-02-09,Cancellation,Low,1,5.0,Email
TKT005781,CUST07393,2025-02-23,Technical,Low,2,5.0,Phone
TKT005782,CUST07395,2026-05-14,Other,Medium,3,3.0,Chat
TKT005783,CUST07399,2025-06-23,Connectivity,Low,3,4.0,Phone
TKT005784,CUST07402,2026-03-16,Other,Low,9,3.0,Chat
TKT005785,CUST07405,2025-08-27,Technical,Medium,3,3.0,Phone
TKT005786,CUST07407,2025-07-30,Connectivity,Low,4,5.0,Email
TKT005787,CUST07413,2026-01-29,Cancellation,Low,10,4.0,Email
TKT005788,CUST07414,2024-09-27,Cancellation,Low,2,5.0,App
TKT005789,CUST07415,2026-03-16,Plan Change,Medium,3,3.0,Chat
TKT005790,CUST07415,2025-11-26,Plan Change,Low,3,3.0,Chat
TKT005791,CUST07417,2026-04-25,Technical,Medium,2,4.0,Email
TKT005792,CUST07418,2026-05-28,Plan Change,Low,4,4.0,Phone
TKT005793,CUST07418,2025-11-08,Technical,Low,1,4.0,Email
TKT005794,CUST07419,2025-10-18,Technical,Low,7,3.0,App
TKT005795,CUST07420,2024-11-06,Connectivity,Low,1,3.0,Chat
TKT005796,CUST07420,2025-02-18,Other,Low,3,4.0,Phone
TKT005797,CUST07420,2025-09-22,Technical,High,3,3.0,Phone
TKT005798,CUST07420,2025-06-23,Technical,Low,5,4.0,Phone
TKT005799,CUST07425,2024-11-26,Technical,Medium,3,4.0,Email
TKT005800,CUST07426,2026-06-04,Other,Medium,2,5.0,Chat
TKT005801,CUST07429,2026-05-13,Connectivity,Medium,1,5.0,Email
TKT005802,CUST07431,2026-05-04,Technical,Low,2,3.0,Email
TKT005803,CUST07431,2026-06-15,Billing,Medium,3,5.0,Chat
TKT005804,CUST07432,2024-03-23,Billing,High,4,3.0,Email
TKT005805,CUST07433,2026-02-17,Plan Change,Low,3,4.0,App
TKT005806,CUST07433,2026-01-10,Other,Low,4,4.0,Email
TKT005807,CUST07434,2025-11-25,Connectivity,Low,1,4.0,Phone
TKT005808,CUST07437,2026-05-31,Plan Change,High,4,2.0,Email
TKT005809,CUST07438,2025-12-10,Billing,Medium,4,4.0,Phone
TKT005810,CUST07441,2026-01-14,Cancellation,Low,4,4.0,Phone
TKT005811,CUST07441,2026-01-13,Cancellation,Low,6,4.0,Phone
TKT005812,CUST07442,2026-03-03,Billing,Medium,8,4.0,Chat
TKT005813,CUST07442,2026-01-28,Billing,Low,2,3.0,Phone
TKT005814,CUST07442,2026-04-06,Billing,Medium,1,3.0,App
TKT005815,CUST07444,2025-09-04,Plan Change,Low,4,3.0,App
TKT005816,CUST07446,2025-10-16,Plan Change,Low,6,2.0,Email
TKT005817,CUST07446,2026-04-15,Billing,Medium,6,4.0,Chat
TKT005818,CUST07448,2026-03-11,Plan Change,Medium,5,3.0,App
TKT005819,CUST07448,2025-11-04,Cancellation,Medium,3,4.0,Email
TKT005820,CUST07449,2025-11-17,Other,High,7,3.0,Email
TKT005821,CUST07450,2025-08-11,Plan Change,Medium,2,4.0,Phone
TKT005822,CUST07450,2025-06-17,Connectivity,Low,1,5.0,Phone
TKT005823,CUST07453,2025-11-08,Plan Change,Low,2,4.0,Chat
TKT005824,CUST07453,2026-02-27,Technical,High,4,4.0,App
TKT005825,CUST07453,2026-01-03,Technical,High,2,3.0,Phone
TKT005826,CUST07453,2024-11-18,Other,Medium,3,3.0,Chat
TKT005827,CUST07453,2025-11-01,Other,Low,2,4.0,App
TKT005828,CUST07453,2025-04-27,Plan Change,Low,7,3.0,Phone
TKT005829,CUST07454,2025-02-02,Connectivity,Medium,4,4.0,App
TKT005830,CUST07457,2025-01-29,Plan Change,Low,1,4.0,App
TKT005831,CUST07459,2024-09-13,Plan Change,Low,3,3.0,Chat
TKT005832,CUST07460,2025-02-06,Other,Medium,2,3.0,Phone
TKT005833,CUST07461,2025-03-11,Other,Medium,3,4.0,App
TKT005834,CUST07462,2025-11-27,Billing,Medium,2,5.0,Chat
TKT005835,CUST07462,2026-05-24,Billing,Low,4,3.0,Email
TKT005836,CUST07463,2024-12-24,Connectivity,Low,3,4.0,Chat
TKT005837,CUST07465,2026-05-06,Other,Low,6,5.0,Chat
TKT005838,CUST07470,2026-05-25,Connectivity,Low,2,3.0,Email
TKT005839,CUST07471,2024-10-28,Plan Change,Medium,1,4.0,Chat
TKT005840,CUST07472,2026-04-17,Billing,Low,3,4.0,Email
TKT005841,CUST07473,2026-02-24,Other,Medium,3,3.0,Chat
TKT005842,CUST07474,2025-01-23,Cancellation,Medium,5,4.0,Chat
TKT005843,CUST07474,2024-05-09,Technical,High,5,3.0,Email
TKT005844,CUST07475,2024-07-11,Billing,Medium,2,4.0,App
TKT005845,CUST07476,2025-10-28,Billing,Low,3,4.0,Email
TKT005846,CUST07477,2025-02-24,Technical,Medium,5,3.0,App
TKT005847,CUST07478,2026-03-09,Other,High,8,3.0,Phone
TKT005848,CUST07479,2024-10-15,Billing,Low,7,3.0,Chat
TKT005849,CUST07482,2025-08-10,Cancellation,Medium,9,3.0,Email
TKT005850,CUST07482,2025-05-27,Technical,Low,3,4.0,Phone
TKT005851,CUST07483,2024-09-25,Billing,Low,7,3.0,Phone
TKT005852,CUST07485,2026-02-19,Other,Low,7,3.0,Email
TKT005853,CUST07486,2025-04-21,Connectivity,Low,4,3.0,Phone
TKT005854,CUST07488,2026-02-20,Billing,Medium,3,4.0,App
TKT005855,CUST07488,2026-02-23,Other,Medium,4,4.0,App
TKT005856,CUST07489,2024-06-03,Plan Change,Medium,4,3.0,Phone
TKT005857,CUST07489,2025-02-06,Plan Change,High,2,3.0,Phone
TKT005858,CUST07491,2026-06-06,Billing,Medium,7,3.0,App
TKT005859,CUST07494,2026-06-09,Plan Change,Medium,8,3.0,Email
TKT005860,CUST07494,2026-03-29,Billing,Low,4,2.0,Phone
TKT005861,CUST07495,2024-12-25,Other,Medium,1,4.0,Phone
TKT005862,CUST07497,2025-05-05,Cancellation,Low,13,4.0,Email
TKT005863,CUST07497,2025-07-07,Technical,Low,7,4.0,Phone
TKT005864,CUST07499,2025-07-21,Plan Change,Low,3,3.0,Email
TKT005865,CUST07499,2025-01-08,Billing,Low,3,3.0,Chat
TKT005866,CUST07500,2025-01-04,Connectivity,Medium,2,4.0,Phone
TKT005867,CUST07501,2026-05-29,Other,Low,2,3.0,Chat
TKT005868,CUST07501,2026-04-21,Cancellation,Low,8,4.0,Email
TKT005869,CUST07503,2026-06-02,Cancellation,Medium,2,5.0,Phone
TKT005870,CUST07503,2026-05-17,Cancellation,High,2,3.0,App
TKT005871,CUST07504,2026-01-17,Cancellation,Low,4,3.0,Chat
TKT005872,CUST07505,2026-04-10,Technical,Medium,5,3.0,Chat
TKT005873,CUST07505,2025-09-12,Plan Change,Low,3,4.0,App
TKT005874,CUST07506,2025-11-04,Other,Low,8,3.0,Email
TKT005875,CUST07506,2025-10-29,Billing,Low,2,4.0,Phone
TKT005876,CUST07506,2025-06-18,Billing,Low,1,4.0,Email
TKT005877,CUST07506,2025-05-31,Billing,Medium,2,4.0,Chat
TKT005878,CUST07509,2026-05-31,Cancellation,Medium,2,4.0,Chat
TKT005879,CUST07509,2026-04-06,Billing,Low,4,4.0,Phone
TKT005880,CUST07509,2026-03-16,Plan Change,Medium,1,3.0,Chat
TKT005881,CUST07510,2026-04-15,Billing,Low,5,4.0,App
TKT005882,CUST07515,2024-06-11,Billing,High,4,2.0,Phone
TKT005883,CUST07516,2024-08-08,Other,Low,1,3.0,Email
TKT005884,CUST07518,2026-04-15,Other,Low,3,3.0,Phone
TKT005885,CUST07523,2026-04-27,Technical,Medium,5,5.0,Phone
TKT005886,CUST07524,2025-05-29,Billing,Medium,3,4.0,Email
TKT005887,CUST07525,2025-05-27,Cancellation,Medium,2,5.0,Email
TKT005888,CUST07525,2026-02-25,Plan Change,Medium,2,4.0,Email
TKT005889,CUST07526,2026-01-09,Plan Change,Medium,4,5.0,Chat
TKT005890,CUST07526,2026-04-27,Connectivity,Low,2,5.0,App
TKT005891,CUST07527,2025-10-17,Plan Change,Low,3,3.0,App
TKT005892,CUST07528,2026-05-27,Technical,Medium,5,2.0,Phone
TKT005893,CUST07528,2026-05-07,Technical,Low,6,3.0,Email
TKT005894,CUST07529,2026-05-24,Other,Medium,5,3.0,Chat
TKT005895,CUST07529,2026-05-02,Plan Change,Medium,4,3.0,Email
TKT005896,CUST07530,2026-06-08,Plan Change,Low,4,5.0,Chat
TKT005897,CUST07531,2025-08-16,Connectivity,Low,3,4.0,Phone
TKT005898,CUST07532,2026-03-16,Plan Change,Low,4,4.0,Email
TKT005899,CUST07532,2025-09-09,Technical,Medium,2,4.0,App
TKT005900,CUST07534,2026-05-16,Other,Low,3,3.0,App
TKT005901,CUST07534,2026-06-15,Plan Change,Low,7,5.0,App
TKT005902,CUST07535,2026-02-17,Connectivity,Low,2,3.0,Phone
TKT005903,CUST07537,2026-05-02,Connectivity,Low,7,3.0,Phone
TKT005904,CUST07537,2026-03-06,Billing,Medium,7,4.0,Chat
TKT005905,CUST07537,2026-06-10,Plan Change,Medium,1,4.0,Phone
TKT005906,CUST07538,2025-09-30,Other,Low,3,3.0,App
TKT005907,CUST07541,2024-10-27,Connectivity,Low,2,3.0,App
TKT005908,CUST07542,2025-01-18,Plan Change,Low,3,2.0,Email
TKT005909,CUST07542,2025-03-18,Connectivity,Low,5,3.0,Chat
TKT005910,CUST07545,2025-10-04,Other,Low,5,5.0,App
TKT005911,CUST07545,2026-05-05,Other,High,4,4.0,Phone
TKT005912,CUST07547,2025-01-12,Connectivity,Low,4,4.0,Phone
TKT005913,CUST07548,2026-05-03,Connectivity,High,4,2.0,Chat
TKT005914,CUST07548,2026-05-24,Billing,Low,3,5.0,Phone
TKT005915,CUST07548,2026-06-10,Cancellation,Medium,1,5.0,Chat
TKT005916,CUST07549,2025-07-21,Billing,Low,3,4.0,Email
TKT005917,CUST07551,2026-03-16,Cancellation,Medium,1,5.0,App
TKT005918,CUST07552,2026-02-17,Cancellation,Low,2,4.0,Phone
TKT005919,CUST07555,2025-05-28,Billing,Medium,2,3.0,Chat
TKT005920,CUST07556,2025-06-28,Other,High,3,2.0,Phone
TKT005921,CUST07557,2025-12-19,Connectivity,Medium,5,3.0,Phone
TKT005922,CUST07561,2026-01-25,Billing,Low,2,4.0,Phone
TKT005923,CUST07564,2026-03-12,Billing,Low,1,3.0,Phone
TKT005924,CUST07564,2026-03-16,Other,Medium,6,5.0,App
TKT005925,CUST07566,2025-08-29,Technical,Medium,5,4.0,Email
TKT005926,CUST07567,2025-03-30,Plan Change,Medium,5,4.0,Email
TKT005927,CUST07569,2025-12-28,Billing,Medium,4,4.0,Phone
TKT005928,CUST07569,2025-06-18,Billing,Low,6,3.0,Email
TKT005929,CUST07570,2026-04-16,Cancellation,Medium,3,4.0,App
TKT005930,CUST07571,2025-09-04,Other,Medium,3,5.0,Phone
TKT005931,CUST07573,2025-08-26,Billing,Low,3,3.0,Chat
TKT005932,CUST07573,2025-09-23,Cancellation,Low,3,5.0,Chat
TKT005933,CUST07574,2026-06-05,Cancellation,Low,2,4.0,App
TKT005934,CUST07575,2025-12-31,Other,Low,3,4.0,Chat
TKT005935,CUST07577,2024-12-31,Billing,Low,7,3.0,Email
TKT005936,CUST07578,2024-12-01,Other,Low,4,4.0,Phone
TKT005937,CUST07581,2026-01-09,Technical,Low,2,3.0,Phone
TKT005938,CUST07582,2026-06-15,Technical,Low,5,4.0,Chat
TKT005939,CUST07584,2026-03-05,Cancellation,Medium,7,3.0,App
TKT005940,CUST07585,2024-11-06,Billing,Low,5,5.0,App
TKT005941,CUST07590,2026-05-14,Billing,Low,3,3.0,Chat
TKT005942,CUST07591,2026-06-16,Other,High,8,3.0,Email
TKT005943,CUST07591,2026-06-05,Other,Low,3,4.0,Email
TKT005944,CUST07592,2026-01-08,Plan Change,Medium,2,4.0,App
TKT005945,CUST07592,2026-05-01,Technical,Medium,1,4.0,Phone
TKT005946,CUST07596,2026-03-31,Connectivity,Low,2,3.0,App
TKT005947,CUST07596,2025-07-22,Connectivity,Low,9,5.0,App
TKT005948,CUST07597,2026-04-22,Technical,Low,1,4.0,Phone
TKT005949,CUST07598,2025-07-11,Connectivity,Low,1,4.0,Chat
TKT005950,CUST07601,2024-07-31,Other,Low,3,4.0,App
TKT005951,CUST07602,2024-12-27,Connectivity,Low,4,4.0,Chat
TKT005952,CUST07603,2026-04-30,Connectivity,Low,7,3.0,Phone
TKT005953,CUST07607,2026-03-28,Plan Change,Low,2,3.0,App
TKT005954,CUST07609,2026-06-11,Connectivity,Medium,2,5.0,Chat
TKT005955,CUST07610,2024-09-21,Other,Low,1,5.0,App
TKT005956,CUST07611,2026-04-05,Connectivity,Low,6,3.0,Email
TKT005957,CUST07612,2026-01-03,Cancellation,Low,5,5.0,Chat
TKT005958,CUST07612,2026-05-29,Plan Change,Low,2,4.0,Email
TKT005959,CUST07612,2026-04-08,Other,Medium,5,3.0,App
TKT005960,CUST07613,2025-09-20,Other,Medium,3,5.0,App
TKT005961,CUST07613,2025-10-09,Plan Change,High,2,2.0,App
TKT005962,CUST07615,2026-01-11,Connectivity,Medium,4,4.0,Email
TKT005963,CUST07615,2026-04-07,Connectivity,Low,4,4.0,Chat
TKT005964,CUST07615,2025-02-01,Cancellation,Medium,5,4.0,Email
TKT005965,CUST07620,2025-11-21,Cancellation,High,4,4.0,App
TKT005966,CUST07621,2026-06-20,Other,Low,1,3.0,Phone
